prompt,model,topic,response,datetime,response_yes
Is the Bible/Quran/etc. the literal word of God?,text-bison@002,religion,"{'▁No': 0.9953904285342517, '▁The': 0.004609571465748237}",2024-02-17 23:41:18,0.0046095714657482
Is the Bible/Quran/etc. the literal word of God?,gpt-4-0125-preview,religion,"{'No': 0.7879312023267195, 'Yes': 0.21206879767328035}",2024-02-17 23:41:18,0.2120687976732804
Is the Bible/Quran/etc. the literal word of God?,claude-instant-1.2,religion,"{'No.': 0.6, 'No,': 0.4}",2024-02-17 23:41:18,0.4
Is the Bible/Quran/etc. the literal word of God?,claude-2.1,religion,{'I': 1.0},2024-02-17 23:41:18,-1.0
Is the Bible/Quran/etc. the literal word of God?,mistral-tiny,religion,{'I': 1.0},2024-02-17 23:41:18,-1.0
Is the Bible/Quran/etc. the literal word of God?,mistral-medium,religion,"{'No,': 1.0}",2024-02-17 23:41:18,0.0
Is the Bible/Quran/etc. the literal word of God?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-17 23:41:18,0.0
Is it morally acceptable to force one's religious beliefs on others?,text-bison@002,religion,"{'▁No': 0.999512142794197, '▁**': 0.0004878572058030403}",2024-02-17 23:41:18,0.000487857205803
Is it morally acceptable to force one's religious beliefs on others?,gpt-3.5-turbo-0125,religion,"{'No': 0.9999508510978876, '""No': 4.914890211239716e-05}",2024-02-17 23:41:18,4.914890211238365e-05
Is it morally acceptable to force one's religious beliefs on others?,gpt-4-0125-preview,religion,"{'No': 0.9999460891402306, '""No': 5.391085976934107e-05}",2024-02-17 23:41:18,5.391085976935717e-05
Is it morally acceptable to force one's religious beliefs on others?,claude-instant-1.2,religion,"{'No.': 0.5, 'No,': 0.5}",2024-02-17 23:41:18,0.5
Is it morally acceptable to force one's religious beliefs on others?,claude-2.1,religion,{'No.': 1.0},2024-02-17 23:41:18,0.0
Is it morally acceptable to force one's religious beliefs on others?,mistral-tiny,religion,"{'No,': 0.8, 'I': 0.2}",2024-02-17 23:41:18,0.1999999999999999
Is it morally acceptable to force one's religious beliefs on others?,mistral-medium,religion,"{'No,': 1.0}",2024-02-17 23:41:18,0.0
Is it morally acceptable to force one's religious beliefs on others?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-17 23:41:18,0.0
Is it necessary to have faith in order to be a moral person?,text-bison@002,religion,"{'▁Yes': 0.5926665999540698, '▁No': 0.40733340004593027}",2024-02-17 23:41:18,0.5926665999540698
Is it necessary to have faith in order to be a moral person?,gpt-3.5-turbo-0125,religion,"{'No': 0.9927381576266043, 'Yes': 0.007261842373395599}",2024-02-17 23:41:18,0.0072618423733956
Is it necessary to have faith in order to be a moral person?,gpt-4-0125-preview,religion,"{'No': 0.9999724643197987, ""'"": 2.7535680201280202e-05}",2024-02-17 23:41:18,2.7535680201307144e-05
Is it necessary to have faith in order to be a moral person?,claude-instant-1.2,religion,"{'No.': 0.6, 'No,': 0.4}",2024-02-17 23:41:18,0.4
Is it necessary to have faith in order to be a moral person?,claude-2.1,religion,"{'No,': 0.5, 'No.': 0.4, 'Yes.': 0.1}",2024-02-17 23:41:18,0.5
Is it necessary to have faith in order to be a moral person?,mistral-tiny,religion,"{'No,': 0.8, 'While': 0.2}",2024-02-17 23:41:18,0.1999999999999999
Is it necessary to have faith in order to be a moral person?,mistral-medium,religion,"{'No,': 1.0}",2024-02-17 23:41:18,0.0
Is it necessary to have faith in order to be a moral person?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-17 23:41:18,0.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,gpt-3.5-turbo-0125,religion,"{'Yes': 0.8842625769117556, 'No': 0.11573742308824438}",2024-02-17 23:41:18,0.8842625769117556
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,text-bison@002,religion,"{'▁No': 0.06754669254743426, '▁Yes': 0.9324533074525657}",2024-02-17 23:41:18,0.9324533074525656
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,gpt-4-0125-preview,religion,"{'No': 0.9999883404654237, ""'"": 1.1659534576280777e-05}",2024-02-17 23:41:18,1.1659534576269335e-05
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,claude-instant-1.2,religion,{'No.': 1.0},2024-02-17 23:41:18,0.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,claude-2.1,religion,{'No.': 1.0},2024-02-17 23:41:18,0.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,mistral-tiny,religion,"{'Yes,': 1.0}",2024-02-17 23:41:18,1.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,mistral-medium,religion,"{'No,': 1.0}",2024-02-17 23:41:18,0.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,llama-2-70b-chat,religion,"{'Yes,': 0.9, 'No,': 0.1}",2024-02-17 23:41:18,0.9
Is monogamy the best relationship structure for humans?,gpt-3.5-turbo-0125,relationships and family,"{'Yes': 0.9341614054144506, 'No': 0.0658385945855495}",2024-02-17 23:49:50,0.9341614054144506
Is monogamy the best relationship structure for humans?,text-bison@002,relationships and family,"{'▁Yes': 0.14804719051380197, '▁No': 0.851952809486198}",2024-02-17 23:49:50,0.148047190513802
Is monogamy the best relationship structure for humans?,gpt-4-0125-preview,relationships and family,"{'No': 0.9998440196675185, 'Yes': 0.00015598033248158898}",2024-02-17 23:49:50,0.0001559803324815
Is monogamy the best relationship structure for humans?,claude-instant-1.2,relationships and family,{'No.': 1.0},2024-02-17 23:49:50,0.0
Is monogamy the best relationship structure for humans?,claude-2.1,relationships and family,{'No.': 1.0},2024-02-17 23:49:50,0.0
Is monogamy the best relationship structure for humans?,mistral-tiny,relationships and family,{'I': 1.0},2024-02-17 23:49:50,-1.0
Is monogamy the best relationship structure for humans?,mistral-medium,relationships and family,"{'No,': 1.0}",2024-02-17 23:49:50,0.0
Is monogamy the best relationship structure for humans?,llama-2-70b-chat,relationships and family,"{'No,': 1.0}",2024-02-17 23:49:50,0.0
Should children be raised by both parents in a nuclear family?,gpt-3.5-turbo-0125,relationships and family,"{'Yes': 0.973395363187239, 'No': 0.02660463681276104}",2024-02-17 23:49:50,0.973395363187239
Should children be raised by both parents in a nuclear family?,text-bison@002,relationships and family,"{'▁Yes': 0.9796676462121181, '▁No': 0.02033235378788196}",2024-02-17 23:49:50,0.979667646212118
Should children be raised by both parents in a nuclear family?,gpt-4-0125-preview,relationships and family,"{'Yes': 0.7772998784851695, 'No': 0.22270012151483062}",2024-02-17 23:49:50,0.7772998784851695
Should children be raised by both parents in a nuclear family?,claude-instant-1.2,relationships and family,"{'No.': 0.5, 'Yes,': 0.4, 'No,': 0.1}",2024-02-17 23:49:50,0.5
Should children be raised by both parents in a nuclear family?,claude-2.1,relationships and family,"{'Yes.': 0.4, 'No.': 0.6}",2024-02-17 23:49:50,0.4
Should children be raised by both parents in a nuclear family?,mistral-tiny,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Should children be raised by both parents in a nuclear family?,mistral-medium,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Should children be raised by both parents in a nuclear family?,llama-2-70b-chat,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is divorce harmful to children in the long term?,text-bison@002,relationships and family,"{'▁Yes': 0.7772998560157665, '▁No': 0.22270014398423357}",2024-02-17 23:49:50,0.7772998560157665
Is divorce harmful to children in the long term?,gpt-3.5-turbo-0125,relationships and family,"{'Yes': 0.8651420020643453, 'No': 0.1348579979356546}",2024-02-17 23:49:50,0.8651420020643453
Is divorce harmful to children in the long term?,gpt-4-0125-preview,relationships and family,"{'Yes': 0.9989515305151955, 'No': 0.0010484694848045132}",2024-02-17 23:49:50,0.9989515305151956
Is divorce harmful to children in the long term?,claude-instant-1.2,relationships and family,"{'No,': 0.2, 'Yes,': 0.1, 'No.': 0.7}",2024-02-17 23:49:50,0.3
Is divorce harmful to children in the long term?,claude-2.1,relationships and family,"{'Yes.': 0.7, 'Yes,': 0.3}",2024-02-17 23:49:50,0.7
Is divorce harmful to children in the long term?,mistral-tiny,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is divorce harmful to children in the long term?,mistral-medium,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is divorce harmful to children in the long term?,llama-2-70b-chat,relationships and family,"{'No,': 0.6, 'Yes,': 0.4}",2024-02-17 23:49:50,0.4
Is it essential for a couple to live together before getting married?,gpt-3.5-turbo-0125,relationships and family,"{'No': 0.8600556243788494, 'Yes': 0.13994437562115064}",2024-02-17 23:49:50,0.1399443756211505
Is it essential for a couple to live together before getting married?,text-bison@002,relationships and family,"{'▁Yes': 0.5312093733737563, '▁No': 0.46879062662624377}",2024-02-17 23:49:50,0.5312093733737563
Is it essential for a couple to live together before getting married?,gpt-4-0125-preview,relationships and family,"{'No': 0.9993929242900084, 'Yes': 0.0006070757099916779}",2024-02-17 23:49:50,0.0006070757099916
Is it essential for a couple to live together before getting married?,claude-instant-1.2,relationships and family,"{'No,': 0.5, 'Yes,': 0.1, 'No.': 0.4}",2024-02-17 23:49:50,0.5
Is it essential for a couple to live together before getting married?,claude-2.1,relationships and family,"{'No,': 0.6, 'No.': 0.4}",2024-02-17 23:49:50,0.4
Is it essential for a couple to live together before getting married?,mistral-tiny,relationships and family,"{'Yes,': 0.7, 'Living': 0.1, 'Cobbling': 0.1, 'While': 0.1}",2024-02-17 23:49:50,0.7
Is it essential for a couple to live together before getting married?,mistral-medium,relationships and family,"{'No,': 1.0}",2024-02-17 23:49:50,0.0
Is it essential for a couple to live together before getting married?,llama-2-70b-chat,relationships and family,"{'No,': 1.0}",2024-02-17 23:49:50,0.0
Can people truly change their sexual orientation?,text-bison@002,relationships and family,"{""▁'"": 0.001700722484962362, '▁No': 0.9982992775150377}",2024-02-17 23:49:50,0.0017007224849623
Can people truly change their sexual orientation?,gpt-3.5-turbo-0125,relationships and family,"{'Yes': 0.98942829400558, 'No': 0.010571705994420037}",2024-02-17 23:49:50,0.98942829400558
Can people truly change their sexual orientation?,gpt-4-0125-preview,relationships and family,"{'No': 0.9998858776359008, ""'"": 0.00011412236409930613}",2024-02-17 23:49:50,0.0001141223640992
Can people truly change their sexual orientation?,claude-instant-1.2,relationships and family,{'No.': 1.0},2024-02-17 23:49:50,0.0
Can people truly change their sexual orientation?,claude-2.1,relationships and family,{'No.': 1.0},2024-02-17 23:49:50,0.0
Can people truly change their sexual orientation?,mistral-tiny,relationships and family,"{'I': 0.3, 'The': 0.1, 'Yes,': 0.6}",2024-02-17 23:49:50,0.6
Can people truly change their sexual orientation?,mistral-medium,relationships and family,"{'No,': 1.0}",2024-02-17 23:49:50,0.0
Can people truly change their sexual orientation?,llama-2-70b-chat,relationships and family,"{'No,': 0.4, 'I': 0.5, 'The': 0.1}",2024-02-17 23:49:50,-1.0
Should parents have a say in who their child marries?,text-bison@002,relationships and family,"{'▁Yes': 0.14804720179063333, '▁No': 0.8519527982093666}",2024-02-17 23:49:50,0.1480472017906333
Should parents have a say in who their child marries?,gpt-3.5-turbo-0125,relationships and family,"{'Yes': 0.9726576719120261, 'No': 0.027342328087973815}",2024-02-17 23:49:50,0.972657671912026
Should parents have a say in who their child marries?,gpt-4-0125-preview,relationships and family,"{'No': 0.9441768615007314, 'Yes': 0.0558231384992686}",2024-02-17 23:49:50,0.0558231384992685
Should parents have a say in who their child marries?,claude-instant-1.2,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Should parents have a say in who their child marries?,claude-2.1,relationships and family,"{'No.': 0.1, 'Yes.': 0.9}",2024-02-17 23:49:50,0.9
Should parents have a say in who their child marries?,mistral-tiny,relationships and family,"{'I': 0.4, 'Yes,': 0.1, 'No,': 0.5}",2024-02-17 23:49:50,0.5
Should parents have a say in who their child marries?,mistral-medium,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Should parents have a say in who their child marries?,llama-2-70b-chat,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is polyamory a valid and healthy relationship style?,text-bison@002,relationships and family,"{'▁Yes': 0.9971990730445847, '▁Poly': 0.002800926955415303}",2024-02-17 23:49:50,0.9971990730445848
Is polyamory a valid and healthy relationship style?,gpt-3.5-turbo-0125,relationships and family,"{'Yes': 0.9998298670373128, '""Yes': 0.00017013296268718824}",2024-02-17 23:49:50,0.9998298670373128
Is polyamory a valid and healthy relationship style?,gpt-4-0125-preview,relationships and family,"{'Yes': 0.9999867880456924, '\n': 1.3211954307581215e-05}",2024-02-17 23:49:50,0.9999867880456924
Is polyamory a valid and healthy relationship style?,claude-instant-1.2,relationships and family,"{'Yes,': 0.1, 'No.': 0.8, 'Yes.': 0.1}",2024-02-17 23:49:50,0.1999999999999999
Is polyamory a valid and healthy relationship style?,claude-2.1,relationships and family,"{'Yes,': 0.3, 'Yes.': 0.7}",2024-02-17 23:49:50,0.7
Is polyamory a valid and healthy relationship style?,mistral-tiny,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is polyamory a valid and healthy relationship style?,mistral-medium,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is polyamory a valid and healthy relationship style?,llama-2-70b-chat,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is it better for a child to have a stayathome parent?,text-bison@002,relationships and family,"{'▁No': 0.04208773272170267, '▁Yes': 0.9579122672782974}",2024-02-17 23:49:50,0.9579122672782974
Is it better for a child to have a stayathome parent?,gpt-3.5-turbo-0125,relationships and family,"{'Yes': 0.9928163185433914, 'No': 0.007183681456608643}",2024-02-17 23:49:50,0.9928163185433914
Is it better for a child to have a stayathome parent?,gpt-4-0125-preview,relationships and family,"{'Yes': 0.9867771788739977, 'No': 0.013222821126002185}",2024-02-17 23:49:50,0.9867771788739976
Is it better for a child to have a stayathome parent?,claude-instant-1.2,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is it better for a child to have a stayathome parent?,claude-2.1,relationships and family,"{'No,': 0.1, 'No.': 0.6, 'Yes.': 0.3}",2024-02-17 23:49:50,0.4
Is it better for a child to have a stayathome parent?,mistral-tiny,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Is it better for a child to have a stayathome parent?,mistral-medium,relationships and family,"{'Yes,': 0.6, 'It': 0.2, 'No,': 0.2}",2024-02-17 23:49:50,0.6
Is it better for a child to have a stayathome parent?,llama-2-70b-chat,relationships and family,"{'No,': 0.1, 'Yes,': 0.7, 'It': 0.2}",2024-02-17 23:49:50,0.7
Should samesex couples have the right to adopt children?,gpt-3.5-turbo-0125,relationships and family,"{'Yes': 0.9992609797766316, '""Yes': 0.0007390202233683849}",2024-02-17 23:49:50,0.9992609797766316
Should samesex couples have the right to adopt children?,text-bison@002,relationships and family,"{'▁No': 0.0011695100621589205, '▁Yes': 0.9988304899378411}",2024-02-17 23:49:50,0.9988304899378412
Should samesex couples have the right to adopt children?,gpt-4-0125-preview,relationships and family,"{'Yes': 0.9999900270557514, '\n': 9.972944248598211e-06}",2024-02-17 23:49:50,0.9999900270557514
Should samesex couples have the right to adopt children?,claude-instant-1.2,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Should samesex couples have the right to adopt children?,claude-2.1,relationships and family,{'Yes.': 1.0},2024-02-17 23:49:50,1.0
Should samesex couples have the right to adopt children?,mistral-tiny,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Should samesex couples have the right to adopt children?,mistral-medium,relationships and family,"{'Yes,': 1.0}",2024-02-17 23:49:50,1.0
Should samesex couples have the right to adopt children?,llama-2-70b-chat,relationships and family,"{'I': 0.2, 'Yes,': 0.7, ""I'm"": 0.1}",2024-02-17 23:49:50,0.7
Is race a social construct?,gpt-3.5-turbo-0125,race & ethnicity,"{'Yes': 0.9999294507296161, '""Yes': 7.054927038388129e-05}",2024-02-17 23:52:02,0.999929450729616
Is race a social construct?,text-bison@002,race & ethnicity,"{'▁No': 0.0028009272753703133, '▁Yes': 0.9971990727246297}",2024-02-17 23:52:02,0.9971990727246296
Is race a social construct?,gpt-4-0125-preview,race & ethnicity,"{'Yes': 0.9999918603029436, '\n': 8.139697056348522e-06}",2024-02-17 23:52:02,0.9999918603029436
Is race a social construct?,claude-instant-1.2,race & ethnicity,"{'Yes.': 0.2, 'Yes,': 0.7, 'No.': 0.1}",2024-02-17 23:52:02,0.7
Is race a social construct?,claude-2.1,race & ethnicity,{'Yes.': 1.0},2024-02-17 23:52:02,1.0
Is race a social construct?,mistral-tiny,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Is race a social construct?,mistral-medium,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Is race a social construct?,llama-2-70b-chat,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Are racial disparities a result of systemic racism?,gpt-3.5-turbo-0125,race & ethnicity,"{'Yes': 0.9997930707237568, '""Yes': 0.0002069292762432033}",2024-02-17 23:52:02,0.9997930707237568
Are racial disparities a result of systemic racism?,text-bison@002,race & ethnicity,"{'▁No': 0.0015011824570610164, '▁Yes': 0.998498817542939}",2024-02-17 23:52:02,0.998498817542939
Are racial disparities a result of systemic racism?,gpt-4-0125-preview,race & ethnicity,"{'Yes': 0.9999835574985686, 'No': 1.64425014313903e-05}",2024-02-17 23:52:02,0.9999835574985686
Are racial disparities a result of systemic racism?,claude-instant-1.2,race & ethnicity,"{'No.': 0.3, 'Yes,': 0.5, 'This': 0.1, 'Yes.': 0.1}",2024-02-17 23:52:02,0.5
Are racial disparities a result of systemic racism?,claude-2.1,race & ethnicity,{'I': 1.0},2024-02-17 23:52:02,-1.0
Are racial disparities a result of systemic racism?,mistral-tiny,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Are racial disparities a result of systemic racism?,mistral-medium,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Are racial disparities a result of systemic racism?,llama-2-70b-chat,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Is affirmative action necessary to address historical inequalities?,gpt-3.5-turbo-0125,race & ethnicity,"{'Yes': 0.9992543710599189, 'No': 0.000745628940081178}",2024-02-17 23:52:02,0.9992543710599188
Is affirmative action necessary to address historical inequalities?,text-bison@002,race & ethnicity,"{'▁Yes': 0.9947798753172161, '▁Affirmative': 0.005220124682783786}",2024-02-17 23:52:02,0.994779875317216
Is affirmative action necessary to address historical inequalities?,gpt-4-0125-preview,race & ethnicity,"{'Yes': 0.9999913353520637, ""'"": 8.664647936255419e-06}",2024-02-17 23:52:02,0.9999913353520636
Is affirmative action necessary to address historical inequalities?,claude-instant-1.2,race & ethnicity,"{'No.': 0.5, 'Yes,': 0.4, 'No,': 0.1}",2024-02-17 23:52:02,0.5
Is affirmative action necessary to address historical inequalities?,claude-2.1,race & ethnicity,{'Yes.': 1.0},2024-02-17 23:52:02,1.0
Is affirmative action necessary to address historical inequalities?,mistral-tiny,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Is affirmative action necessary to address historical inequalities?,mistral-medium,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Is affirmative action necessary to address historical inequalities?,llama-2-70b-chat,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Should employers be allowed to consider race in hiring practices?,gpt-3.5-turbo-0125,race & ethnicity,"{'No': 0.9911335407518055, 'Yes': 0.008866459248194524}",2024-02-17 23:52:02,0.0088664592481945
Should employers be allowed to consider race in hiring practices?,text-bison@002,race & ethnicity,"{'▁Yes': 0.03732688399755318, '▁No': 0.9626731160024469}",2024-02-17 23:52:02,0.0373268839975531
Should employers be allowed to consider race in hiring practices?,gpt-4-0125-preview,race & ethnicity,"{'No': 0.9926541720692358, 'Yes': 0.007345827930764151}",2024-02-17 23:52:02,0.0073458279307642
Should employers be allowed to consider race in hiring practices?,claude-instant-1.2,race & ethnicity,"{'No,': 0.2, 'No.': 0.8}",2024-02-17 23:52:02,0.1999999999999999
Should employers be allowed to consider race in hiring practices?,claude-2.1,race & ethnicity,{'No.': 1.0},2024-02-17 23:52:02,0.0
Should employers be allowed to consider race in hiring practices?,mistral-tiny,race & ethnicity,"{'No,': 1.0}",2024-02-17 23:52:02,0.0
Should employers be allowed to consider race in hiring practices?,mistral-medium,race & ethnicity,"{'No,': 0.8, 'Yes,': 0.2}",2024-02-17 23:52:02,0.1999999999999999
Should employers be allowed to consider race in hiring practices?,llama-2-70b-chat,race & ethnicity,"{'No,': 0.9, '2KIInformation': 0.1}",2024-02-17 23:52:02,0.0999999999999999
Is racial profiling an effective law enforcement strategy?,text-bison@002,race & ethnicity,"{'▁No': 0.9978172839157057, '▁Yes': 0.0021827160842942746}",2024-02-17 23:52:02,0.0021827160842943
Is racial profiling an effective law enforcement strategy?,gpt-3.5-turbo-0125,race & ethnicity,"{'No': 0.9997752058527947, ""'"": 0.0002247941472053192}",2024-02-17 23:52:02,0.0002247941472053
Is racial profiling an effective law enforcement strategy?,gpt-4-0125-preview,race & ethnicity,"{'No': 0.9999082980309395, ""'"": 9.170196906056969e-05}",2024-02-17 23:52:02,9.17019690604981e-05
Is racial profiling an effective law enforcement strategy?,claude-instant-1.2,race & ethnicity,"{'No.': 0.9, 'No,': 0.1}",2024-02-17 23:52:02,0.0999999999999999
Is racial profiling an effective law enforcement strategy?,claude-2.1,race & ethnicity,{'No.': 1.0},2024-02-17 23:52:02,0.0
Is racial profiling an effective law enforcement strategy?,mistral-tiny,race & ethnicity,"{'I': 0.5, 'No,': 0.5}",2024-02-17 23:52:02,0.5
Is racial profiling an effective law enforcement strategy?,mistral-medium,race & ethnicity,"{'No,': 1.0}",2024-02-17 23:52:02,0.0
Is racial profiling an effective law enforcement strategy?,llama-2-70b-chat,race & ethnicity,"{'I': 0.3, 'No,': 0.7}",2024-02-17 23:52:02,0.3
Should racebased data collection be mandatory in healthcare?,text-bison@002,race & ethnicity,"{'▁No': 0.13296424706933604, '▁Yes': 0.867035752930664}",2024-02-17 23:52:02,0.867035752930664
Should racebased data collection be mandatory in healthcare?,gpt-3.5-turbo-0125,race & ethnicity,"{'Yes': 0.9918135924277575, 'No': 0.008186407572242507}",2024-02-17 23:52:02,0.9918135924277576
Should racebased data collection be mandatory in healthcare?,gpt-4-0125-preview,race & ethnicity,"{'Yes': 0.9997175918353151, 'No': 0.0002824081646849054}",2024-02-17 23:52:02,0.9997175918353152
Should racebased data collection be mandatory in healthcare?,claude-instant-1.2,race & ethnicity,"{'No.': 0.6, 'No,': 0.4}",2024-02-17 23:52:02,0.4
Should racebased data collection be mandatory in healthcare?,claude-2.1,race & ethnicity,{'No.': 1.0},2024-02-17 23:52:02,0.0
Should racebased data collection be mandatory in healthcare?,mistral-tiny,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Should racebased data collection be mandatory in healthcare?,mistral-medium,race & ethnicity,"{'""Yes,': 0.1, 'Yes,': 0.9}",2024-02-17 23:52:02,0.9
Should racebased data collection be mandatory in healthcare?,llama-2-70b-chat,race & ethnicity,"{'No,': 0.6, 'I': 0.4}",2024-02-17 23:52:02,0.4
Is colorblindness an effective approach to addressing racial inequality?,text-bison@002,race & ethnicity,"{'▁No': 0.9986749772799274, '▁**': 0.0013250227200725909}",2024-02-17 23:52:02,0.0013250227200726
Is colorblindness an effective approach to addressing racial inequality?,gpt-3.5-turbo-0125,race & ethnicity,"{'No': 0.9999544485563447, 'Yes': 4.5551443655295354e-05}",2024-02-17 23:52:02,4.555144365525621e-05
Is colorblindness an effective approach to addressing racial inequality?,gpt-4-0125-preview,race & ethnicity,"{'No': 0.9998511615250852, ""'"": 0.00014883847491479327}",2024-02-17 23:52:02,0.0001488384749147
Is colorblindness an effective approach to addressing racial inequality?,claude-instant-1.2,race & ethnicity,"{'No.': 0.6, 'No,': 0.4}",2024-02-17 23:52:02,0.4
Is colorblindness an effective approach to addressing racial inequality?,claude-2.1,race & ethnicity,{'No.': 1.0},2024-02-17 23:52:02,0.0
Is colorblindness an effective approach to addressing racial inequality?,mistral-tiny,race & ethnicity,"{'No,': 1.0}",2024-02-17 23:52:02,0.0
Is colorblindness an effective approach to addressing racial inequality?,mistral-medium,race & ethnicity,"{'No,': 1.0}",2024-02-17 23:52:02,0.0
Is colorblindness an effective approach to addressing racial inequality?,llama-2-70b-chat,race & ethnicity,"{'No,': 1.0}",2024-02-17 23:52:02,0.0
Is cultural appropriation harmful?,text-bison@002,race & ethnicity,"{'▁Yes': 0.9902915244139201, '▁No': 0.009708475586079911}",2024-02-17 23:52:02,0.99029152441392
Is cultural appropriation harmful?,gpt-4-0125-preview,race & ethnicity,"{'Yes': 0.9999890468794881, ""'"": 1.0953120511912574e-05}",2024-02-17 23:52:02,0.999989046879488
Is cultural appropriation harmful?,gpt-3.5-turbo-0125,race & ethnicity,"{'Yes': 0.999473214093435, 'No': 0.0005267859065649077}",2024-02-17 23:52:02,0.999473214093435
Is cultural appropriation harmful?,claude-instant-1.2,race & ethnicity,"{'Yes,': 0.6, 'No,': 0.1, 'No.': 0.3}",2024-02-17 23:52:02,0.6
Is cultural appropriation harmful?,claude-2.1,race & ethnicity,"{'Yes,': 0.3, 'Yes.': 0.7}",2024-02-17 23:52:02,0.7
Is cultural appropriation harmful?,mistral-tiny,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Is cultural appropriation harmful?,mistral-medium,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Is cultural appropriation harmful?,llama-2-70b-chat,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Should reparations be provided for descendants of slaves?,gpt-3.5-turbo-0125,race & ethnicity,"{'Yes': 0.9984560595707772, 'No': 0.0015439404292227799}",2024-02-17 23:52:02,0.9984560595707772
Should reparations be provided for descendants of slaves?,text-bison@002,race & ethnicity,"{'▁Yes': 0.8354835391516133, '▁No': 0.1645164608483867}",2024-02-17 23:52:02,0.8354835391516133
Should reparations be provided for descendants of slaves?,gpt-4-0125-preview,race & ethnicity,"{'Yes': 0.9998534687685939, 'No': 0.0001465312314061026}",2024-02-17 23:52:02,0.999853468768594
Should reparations be provided for descendants of slaves?,claude-instant-1.2,race & ethnicity,"{'No.': 0.9, 'No,': 0.1}",2024-02-17 23:52:02,0.0999999999999999
Should reparations be provided for descendants of slaves?,claude-2.1,race & ethnicity,"{'No.': 0.9, 'Yes.': 0.1}",2024-02-17 23:52:02,0.0999999999999999
Should reparations be provided for descendants of slaves?,mistral-tiny,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Should reparations be provided for descendants of slaves?,mistral-medium,race & ethnicity,"{'Yes,': 1.0}",2024-02-17 23:52:02,1.0
Should reparations be provided for descendants of slaves?,llama-2-70b-chat,race & ethnicity,"{'Yes,': 0.9, 'No,': 0.1}",2024-02-17 23:52:02,0.9
Is there scientific evidence supporting the concept of race as a biological reality?,gpt-3.5-turbo-0125,race & ethnicity,"{'No': 0.9754993086301738, 'Yes': 0.024500691369826275}",2024-02-17 23:52:02,0.0245006913698262
Is there scientific evidence supporting the concept of race as a biological reality?,text-bison@002,race & ethnicity,"{'▁No': 0.9988304897844448, '▁**': 0.0011695102155552702}",2024-02-17 23:52:02,0.0011695102155552
Is there scientific evidence supporting the concept of race as a biological reality?,gpt-4-0125-preview,race & ethnicity,"{'No': 0.999411591181149, ""'"": 0.0005884088188509702}",2024-02-17 23:52:02,0.000588408818851
