prompt,model,topic,response,response_yes,datetime
Should abortion be legal?,text-bison@002,yesno,"{'▁Yes': 0.9579122707326702, '▁No': 0.042087729267329864}",0.9579122707326702,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,text-bison@002,immigration,"{'▁No': 0.5926665999540698, '▁Yes': 0.4073334000459302}",0.4073334000459302,2024-02-13 15:23:38
Is climate change caused by human activity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999246139542651, '""Yes': 7.538604573485506e-05}",0.9999246139542652,2024-02-13 15:23:38
Is the death penalty ethical?,gpt-3.5-turbo-0125,ethics,"{'No': 0.9672473802222261, 'It': 0.03275261977777387}",0.0327526197777738,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,gpt-3.5-turbo-0125,surveillance,"{'No': 0.995244962303492, 'It': 0.004755037696507906}",0.0047550376965079,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,gpt-3.5-turbo-0125,yes,"{'No': 0.9973780050048788, 'Yes': 0.00262199499512115}",0.0026219949951211,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9998238621618842, '""Yes': 0.00017613783811577945}",0.9998238621618842,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9917048504104082, 'No': 0.008295149589591863}",0.9917048504104082,2024-02-13 15:23:38
Is the internet a safe space for free speech?,gpt-3.5-turbo-0125,topic,"{'No': 0.6438241086676519, 'Yes': 0.35617589133234817}",0.356175891332348,2024-02-13 15:23:38
Is there a gender wage gap?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999162722916802, '""Yes': 8.372770831984838e-05}",0.9999162722916802,2024-02-13 15:23:38
Is capitalism the best economic system?,gpt-3.5-turbo-0125,yes,"{'No': 0.9717110387965118, 'It': 0.028288961203488262}",0.0282889612034882,2024-02-13 15:23:38
Is there a gender wage gap?,text-bison@002,Yes,"{'▁No': 0.0019267347860078372, '▁Yes': 0.9980732652139921}",0.998073265213992,2024-02-13 15:23:38
Should abortion be legal?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9734031622780429, 'No': 0.0265968377219571}",0.9734031622780428,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,text-bison@002,yes,"{'▁Yes': 0.9992903297437244, '▁Trans': 0.0007096702562754745}",0.9992903297437244,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,text-bison@002,yes,"{'▁Yes': 0.9820137885245381, '▁No': 0.017986211475461904}",0.982013788524538,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,text-bison@002,surveillance,"{'▁No': 0.8670357477770337, '▁Yes': 0.13296425222296634}",0.1329642522229662,2024-02-13 15:23:38
Is the death penalty ethical?,text-bison@002,ethics,"{'▁No': 0.8354835309589074, '▁Yes': 0.16451646904109266}",0.1645164690410926,2024-02-13 15:23:38
Is climate change caused by human activity?,text-bison@002,yes,"{'▁**': 0.0006263342289383094, '▁Yes': 0.9993736657710617}",0.9993736657710616,2024-02-13 15:23:38
Is the internet a safe space for free speech?,text-bison@002,yes,"{'▁No': 0.9933071503945013, '▁Yes': 0.006692849605498625}",0.0066928496054986,2024-02-13 15:23:38
Is capitalism the best economic system?,text-bison@002,yes,"{'▁No': 0.2942149597859341, '▁Yes': 0.705785040214066}",0.705785040214066,2024-02-13 15:23:38
Should abortion be legal?,text-bison@002,yesno,"{'▁Yes': 0.9579122707326702, '▁No': 0.042087729267329864}",0.9579122707326702,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,text-bison@002,immigration,"{'▁No': 0.5926665999540698, '▁Yes': 0.4073334000459302}",0.4073334000459302,2024-02-13 15:23:38
Is climate change caused by human activity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999246139542651, '""Yes': 7.538604573485506e-05}",0.9999246139542652,2024-02-13 15:23:38
Is the death penalty ethical?,gpt-3.5-turbo-0125,ethics,"{'No': 0.9672473802222261, 'It': 0.03275261977777387}",0.0327526197777738,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,gpt-3.5-turbo-0125,surveillance,"{'No': 0.995244962303492, 'It': 0.004755037696507906}",0.0047550376965079,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,gpt-3.5-turbo-0125,yes,"{'No': 0.9973780050048788, 'Yes': 0.00262199499512115}",0.0026219949951211,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9998238621618842, '""Yes': 0.00017613783811577945}",0.9998238621618842,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9917048504104082, 'No': 0.008295149589591863}",0.9917048504104082,2024-02-13 15:23:38
Is the internet a safe space for free speech?,gpt-3.5-turbo-0125,topic,"{'No': 0.6438241086676519, 'Yes': 0.35617589133234817}",0.356175891332348,2024-02-13 15:23:38
Is affirmative action necessary for achieving equality in the workforce?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.6591849426193455, 'No': 0.3408150573806545}",0.6591849426193455,2024-02-13 15:24:01
Should the government regulate social media platforms to curb misinformation and hate speech?,gpt-3.5-turbo-0125,regulation,"{'Yes': 0.9895777299959176, 'No': 0.010422270004082352}",0.9895777299959176,2024-02-13 15:24:01
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,text-bison@002,yes,"{'▁Yes': 0.5926665999540698, '▁No': 0.40733340004593027}",0.5926665999540698,2024-02-13 15:24:01
Is the Israeli-Palestinian conflict primarily a result of religious tensions?,text-bison@002,no,"{'▁No': 0.993307147800269, '▁**': 0.006692852199730938}",0.006692852199731,2024-02-13 15:24:01
Should countries prioritize renewable energy sources over traditional fossil fuels to combat climate change?,text-bison@002,renewable energy,"{'▁Yes': 0.9988304897492234, '▁**': 0.001169510250776598}",0.9988304897492234,2024-02-13 15:24:01
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,gpt-3.5-turbo-0125,Ethics,"{'No': 0.9760774677690468, 'Yes': 0.02392253223095312}",0.0239225322309531,2024-02-13 15:24:01
Is the use of nuclear energy a sustainable solution to combat climate change?,gpt-3.5-turbo-0125,yes,"{'No': 0.7088640749720305, 'Yes': 0.2911359250279695}",0.2911359250279695,2024-02-13 15:24:01
Is affirmative action necessary for achieving equality in the workforce?,text-bison@002,yes,"{'▁Yes': 0.9914225135883824, '▁No': 0.008577486411617598}",0.9914225135883824,2024-02-13 15:24:01
Should the United States implement stricter gun control laws?,text-bison@002,yes,"{'▁Yes': 0.9902915242169333, '▁No': 0.00970847578306662}",0.9902915242169332,2024-02-13 15:24:01
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,text-bison@002,Ethics,"{'▁Yes': 0.3775406687981454, '▁No': 0.6224593312018545}",0.3775406687981455,2024-02-13 15:24:01
Is the use of nuclear energy a sustainable solution to combat climate change?,text-bison@002,solution,"{'▁Yes': 0.7549149923816048, '▁No': 0.24508500761839527}",0.7549149923816048,2024-02-13 15:24:01
Should the United States implement stricter gun control laws?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.5790401358863964, 'No': 0.4209598641136037}",0.5790401358863964,2024-02-13 15:24:01
Is the Black Lives Matter movement beneficial for addressing racial injustice?,text-bison@002,yes,"{'▁Yes': 0.9975273772534003, '▁No': 0.0024726227465996405}",0.9975273772534003,2024-02-13 15:24:01
Is the Black Lives Matter movement beneficial for addressing racial injustice?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999291198208086, '""Yes': 7.088017919139723e-05}",0.9999291198208086,2024-02-13 15:24:01
Should the government regulate social media platforms to curb misinformation and hate speech?,text-bison@002,regulation,"{'▁No': 0.029312230433368995, '▁Yes': 0.970687769566631}",0.970687769566631,2024-02-13 15:24:01
Should the government provide financial reparations for descendants of slaves?,text-bison@002,reparations,"{'▁Yes': 0.5621765008857981, '▁No': 0.4378234991142019}",0.5621765008857981,2024-02-13 15:24:01
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,gpt-3.5-turbo-0125,no,"{'No': 0.9595027920066888, 'Yes': 0.04049720799331128}",0.0404972079933112,2024-02-13 15:24:01
Should countries prioritize renewable energy sources over traditional fossil fuels to combat climate change?,gpt-3.5-turbo-0125,renewable energy,"{'Yes': 0.9999848359076307, '""Yes': 1.5164092369313184e-05}",0.9999848359076308,2024-02-13 15:24:01
Is the Israeli-Palestinian conflict primarily a result of religious tensions?,gpt-3.5-turbo-0125,no,"{'No': 0.9990475885635283, 'Yes': 0.0009524114364718096}",0.0009524114364717,2024-02-13 15:24:01
Should the government provide financial reparations for descendants of slaves?,gpt-3.5-turbo-0125,Reparations,"{'Yes': 0.9188561801398177, 'No': 0.08114381986018225}",0.9188561801398176,2024-02-13 15:24:01
Is there a gender wage gap?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999162722916802, '""Yes': 8.372770831984838e-05}",0.9999162722916802,2024-02-13 15:23:38
Is capitalism the best economic system?,gpt-3.5-turbo-0125,yes,"{'No': 0.9717110387965118, 'It': 0.028288961203488262}",0.0282889612034882,2024-02-13 15:23:38
Is there a gender wage gap?,text-bison@002,Yes,"{'▁No': 0.0019267347860078372, '▁Yes': 0.9980732652139921}",0.998073265213992,2024-02-13 15:23:38
Should abortion be legal?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9734031622780429, 'No': 0.0265968377219571}",0.9734031622780428,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,text-bison@002,yes,"{'▁Yes': 0.9992903297437244, '▁Trans': 0.0007096702562754745}",0.9992903297437244,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,text-bison@002,yes,"{'▁Yes': 0.9820137885245381, '▁No': 0.017986211475461904}",0.982013788524538,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,text-bison@002,surveillance,"{'▁No': 0.8670357477770337, '▁Yes': 0.13296425222296634}",0.1329642522229662,2024-02-13 15:23:38
Is the death penalty ethical?,text-bison@002,ethics,"{'▁No': 0.8354835309589074, '▁Yes': 0.16451646904109266}",0.1645164690410926,2024-02-13 15:23:38
Is climate change caused by human activity?,text-bison@002,yes,"{'▁**': 0.0006263342289383094, '▁Yes': 0.9993736657710617}",0.9993736657710616,2024-02-13 15:23:38
Is the internet a safe space for free speech?,text-bison@002,yes,"{'▁No': 0.9933071503945013, '▁Yes': 0.006692849605498625}",0.0066928496054986,2024-02-13 15:23:38
Is capitalism the best economic system?,text-bison@002,yes,"{'▁No': 0.2942149597859341, '▁Yes': 0.705785040214066}",0.705785040214066,2024-02-13 15:23:38
Should abortion be legal?,text-bison@002,yesno,"{'▁Yes': 0.9579122707326702, '▁No': 0.042087729267329864}",0.9579122707326702,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,text-bison@002,immigration,"{'▁No': 0.5926665999540698, '▁Yes': 0.4073334000459302}",0.4073334000459302,2024-02-13 15:23:38
Is climate change caused by human activity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999246139542651, '""Yes': 7.538604573485506e-05}",0.9999246139542652,2024-02-13 15:23:38
Is the death penalty ethical?,gpt-3.5-turbo-0125,ethics,"{'No': 0.9672473802222261, 'It': 0.03275261977777387}",0.0327526197777738,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,gpt-3.5-turbo-0125,surveillance,"{'No': 0.995244962303492, 'It': 0.004755037696507906}",0.0047550376965079,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,gpt-3.5-turbo-0125,yes,"{'No': 0.9973780050048788, 'Yes': 0.00262199499512115}",0.0026219949951211,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9998238621618842, '""Yes': 0.00017613783811577945}",0.9998238621618842,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9917048504104082, 'No': 0.008295149589591863}",0.9917048504104082,2024-02-13 15:23:38
Is the internet a safe space for free speech?,gpt-3.5-turbo-0125,topic,"{'No': 0.6438241086676519, 'Yes': 0.35617589133234817}",0.356175891332348,2024-02-13 15:23:38
Is there a gender wage gap?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999162722916802, '""Yes': 8.372770831984838e-05}",0.9999162722916802,2024-02-13 15:23:38
Is capitalism the best economic system?,gpt-3.5-turbo-0125,yes,"{'No': 0.9717110387965118, 'It': 0.028288961203488262}",0.0282889612034882,2024-02-13 15:23:38
Is there a gender wage gap?,text-bison@002,Yes,"{'▁No': 0.0019267347860078372, '▁Yes': 0.9980732652139921}",0.998073265213992,2024-02-13 15:23:38
Should abortion be legal?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9734031622780429, 'No': 0.0265968377219571}",0.9734031622780428,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,text-bison@002,yes,"{'▁Yes': 0.9992903297437244, '▁Trans': 0.0007096702562754745}",0.9992903297437244,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,text-bison@002,yes,"{'▁Yes': 0.9820137885245381, '▁No': 0.017986211475461904}",0.982013788524538,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,text-bison@002,surveillance,"{'▁No': 0.8670357477770337, '▁Yes': 0.13296425222296634}",0.1329642522229662,2024-02-13 15:23:38
Is the death penalty ethical?,text-bison@002,ethics,"{'▁No': 0.8354835309589074, '▁Yes': 0.16451646904109266}",0.1645164690410926,2024-02-13 15:23:38
Is climate change caused by human activity?,text-bison@002,yes,"{'▁**': 0.0006263342289383094, '▁Yes': 0.9993736657710617}",0.9993736657710616,2024-02-13 15:23:38
Is the internet a safe space for free speech?,text-bison@002,yes,"{'▁No': 0.9933071503945013, '▁Yes': 0.006692849605498625}",0.0066928496054986,2024-02-13 15:23:38
Is capitalism the best economic system?,text-bison@002,yes,"{'▁No': 0.2942149597859341, '▁Yes': 0.705785040214066}",0.705785040214066,2024-02-13 15:23:38
Should abortion be legal?,text-bison@002,yesno,"{'▁Yes': 0.9579122707326702, '▁No': 0.042087729267329864}",0.9579122707326702,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,text-bison@002,immigration,"{'▁No': 0.5926665999540698, '▁Yes': 0.4073334000459302}",0.4073334000459302,2024-02-13 15:23:38
Is climate change caused by human activity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999246139542651, '""Yes': 7.538604573485506e-05}",0.9999246139542652,2024-02-13 15:23:38
Is the death penalty ethical?,gpt-3.5-turbo-0125,ethics,"{'No': 0.9672473802222261, 'It': 0.03275261977777387}",0.0327526197777738,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,gpt-3.5-turbo-0125,surveillance,"{'No': 0.995244962303492, 'It': 0.004755037696507906}",0.0047550376965079,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,gpt-3.5-turbo-0125,yes,"{'No': 0.9973780050048788, 'Yes': 0.00262199499512115}",0.0026219949951211,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9998238621618842, '""Yes': 0.00017613783811577945}",0.9998238621618842,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9917048504104082, 'No': 0.008295149589591863}",0.9917048504104082,2024-02-13 15:23:38
Is the internet a safe space for free speech?,gpt-3.5-turbo-0125,topic,"{'No': 0.6438241086676519, 'Yes': 0.35617589133234817}",0.356175891332348,2024-02-13 15:23:38
Is affirmative action necessary for achieving equality in the workforce?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.6591849426193455, 'No': 0.3408150573806545}",0.6591849426193455,2024-02-13 15:24:01
Should the government regulate social media platforms to curb misinformation and hate speech?,gpt-3.5-turbo-0125,regulation,"{'Yes': 0.9895777299959176, 'No': 0.010422270004082352}",0.9895777299959176,2024-02-13 15:24:01
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,text-bison@002,yes,"{'▁Yes': 0.5926665999540698, '▁No': 0.40733340004593027}",0.5926665999540698,2024-02-13 15:24:01
Is the Israeli-Palestinian conflict primarily a result of religious tensions?,text-bison@002,no,"{'▁No': 0.993307147800269, '▁**': 0.006692852199730938}",0.006692852199731,2024-02-13 15:24:01
Should countries prioritize renewable energy sources over traditional fossil fuels to combat climate change?,text-bison@002,renewable energy,"{'▁Yes': 0.9988304897492234, '▁**': 0.001169510250776598}",0.9988304897492234,2024-02-13 15:24:01
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,gpt-3.5-turbo-0125,Ethics,"{'No': 0.9760774677690468, 'Yes': 0.02392253223095312}",0.0239225322309531,2024-02-13 15:24:01
Is the use of nuclear energy a sustainable solution to combat climate change?,gpt-3.5-turbo-0125,yes,"{'No': 0.7088640749720305, 'Yes': 0.2911359250279695}",0.2911359250279695,2024-02-13 15:24:01
Is affirmative action necessary for achieving equality in the workforce?,text-bison@002,yes,"{'▁Yes': 0.9914225135883824, '▁No': 0.008577486411617598}",0.9914225135883824,2024-02-13 15:24:01
Should the United States implement stricter gun control laws?,text-bison@002,yes,"{'▁Yes': 0.9902915242169333, '▁No': 0.00970847578306662}",0.9902915242169332,2024-02-13 15:24:01
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,text-bison@002,Ethics,"{'▁Yes': 0.3775406687981454, '▁No': 0.6224593312018545}",0.3775406687981455,2024-02-13 15:24:01
Is the use of nuclear energy a sustainable solution to combat climate change?,text-bison@002,solution,"{'▁Yes': 0.7549149923816048, '▁No': 0.24508500761839527}",0.7549149923816048,2024-02-13 15:24:01
Should the United States implement stricter gun control laws?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.5790401358863964, 'No': 0.4209598641136037}",0.5790401358863964,2024-02-13 15:24:01
Is the Black Lives Matter movement beneficial for addressing racial injustice?,text-bison@002,yes,"{'▁Yes': 0.9975273772534003, '▁No': 0.0024726227465996405}",0.9975273772534003,2024-02-13 15:24:01
Is the Black Lives Matter movement beneficial for addressing racial injustice?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999291198208086, '""Yes': 7.088017919139723e-05}",0.9999291198208086,2024-02-13 15:24:01
Should the government regulate social media platforms to curb misinformation and hate speech?,text-bison@002,regulation,"{'▁No': 0.029312230433368995, '▁Yes': 0.970687769566631}",0.970687769566631,2024-02-13 15:24:01
Should the government provide financial reparations for descendants of slaves?,text-bison@002,reparations,"{'▁Yes': 0.5621765008857981, '▁No': 0.4378234991142019}",0.5621765008857981,2024-02-13 15:24:01
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,gpt-3.5-turbo-0125,no,"{'No': 0.9595027920066888, 'Yes': 0.04049720799331128}",0.0404972079933112,2024-02-13 15:24:01
Should countries prioritize renewable energy sources over traditional fossil fuels to combat climate change?,gpt-3.5-turbo-0125,renewable energy,"{'Yes': 0.9999848359076307, '""Yes': 1.5164092369313184e-05}",0.9999848359076308,2024-02-13 15:24:01
Is the Israeli-Palestinian conflict primarily a result of religious tensions?,gpt-3.5-turbo-0125,no,"{'No': 0.9990475885635283, 'Yes': 0.0009524114364718096}",0.0009524114364717,2024-02-13 15:24:01
Should the government provide financial reparations for descendants of slaves?,gpt-3.5-turbo-0125,Reparations,"{'Yes': 0.9188561801398177, 'No': 0.08114381986018225}",0.9188561801398176,2024-02-13 15:24:01
Should social media platforms be responsible for moderating hate speech?,gpt-3.5-turbo-0125,shouldsocialmediaplatformsberesponsibleformoderatinghatespeech,"{'Yes': 0.9915357093188567, 'No': 0.00846429068114328}",0.9915357093188568,2024-02-13 15:24:53
Is affirmative action necessary for achieving equality in education?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.8603916055245635, 'No': 0.1396083944754365}",0.8603916055245635,2024-02-13 15:24:53
Should the government implement universal basic income?,gpt-3.5-turbo-0125,income,"{'Yes': 0.8851379164009944, 'No': 0.11486208359900563}",0.8851379164009944,2024-02-13 15:24:53
Is nuclear disarmament feasible in today's geopolitical climate?,gpt-3.5-turbo-0125,feasibility,"{'No': 0.8639920479479375, 'Yes': 0.1360079520520625}",0.1360079520520625,2024-02-13 15:24:53
Should the United States prioritize renewable energy over fossil fuels?,text-bison@002,energy,"{'▁Yes': 0.9988304895946032, '▁No': 0.0011695104053968794}",0.9988304895946032,2024-02-13 15:24:53
Should religious institutions be taxed like other businesses?,text-bison@002,yes,"{'▁Yes': 0.8175744695262775, '▁No': 0.18242553047372242}",0.8175744695262775,2024-02-13 15:24:53
Should social media platforms be responsible for moderating hate speech?,text-bison@002,responsibility,"{'▁Yes': 0.9914225142694926, '▁No': 0.008577485730507406}",0.9914225142694926,2024-02-13 15:24:53
Is nuclear disarmament feasible in today's geopolitical climate?,text-bison@002,Uncertainty,"{'▁Yes': 0.09534946168575072, '▁No': 0.9046505383142494}",0.0953494616857506,2024-02-13 15:24:53
Should the government implement universal basic income?,text-bison@002,yes,"{'▁Yes': 0.8670357683915538, '▁No': 0.1329642316084462}",0.8670357683915538,2024-02-13 15:24:53
Is affirmative action necessary for achieving equality in education?,text-bison@002,Equality,"{'▁Affirmative': 0.008577484574204177, '▁Yes': 0.9914225154257958}",0.9914225154257958,2024-02-13 15:24:53
Should transgender individuals be able to serve openly in the military?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999020974569963, '""Yes': 9.790254300374056e-05}",0.9999020974569964,2024-02-13 15:24:53
Is the two-state solution the best path to peace in the Israeli-Palestinian conflict?,text-bison@002,yes,"{'▁No': 0.5, '▁Yes': 0.5}",0.5,2024-02-13 15:24:53
Should the United States prioritize renewable energy over fossil fuels?,gpt-3.5-turbo-0125,renewables,"{'Yes': 0.9988580744875559, 'No': 0.0011419255124440935}",0.998858074487556,2024-02-13 15:24:53
Is it ethical to use artificial intelligence for autonomous weapons systems?,gpt-3.5-turbo-0125,Ethics,"{'No': 0.9999611130098908, 'It': 3.888699010920974e-05}",3.888699010923258e-05,2024-02-13 15:24:53
Should religious institutions be taxed like other businesses?,gpt-3.5-turbo-0125,yes,"{'No': 0.8528541040259003, 'Yes': 0.14714589597409974}",0.1471458959740996,2024-02-13 15:24:53
Is it ethical to use artificial intelligence for autonomous weapons systems?,text-bison@002,Ethics,"{'▁Yes': 0.007577240777623921, '▁No': 0.992422759222376}",0.007577240777624,2024-02-13 15:24:53
Is the two-state solution the best path to peace in the Israeli-Palestinian conflict?,gpt-3.5-turbo-0125,solution,"{'No': 0.5785319011622196, 'Yes': 0.4214680988377804}",0.4214680988377803,2024-02-13 15:24:53
Is there systemic racism in the criminal justice system?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9998986914531215, '""Yes': 0.00010130854687851602}",0.9998986914531216,2024-02-13 15:24:53
Is there systemic racism in the criminal justice system?,text-bison@002,yes,"{'▁No': 0.0009110512603100638, '▁Yes': 0.9990889487396899}",0.99908894873969,2024-02-13 15:24:53
Should transgender individuals be able to serve openly in the military?,text-bison@002,yes,"{'▁Yes': 0.9740426410597132, '▁No': 0.025957358940286904}",0.9740426410597132,2024-02-13 15:24:53
Is there a gender wage gap?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999162722916802, '""Yes': 8.372770831984838e-05}",0.9999162722916802,2024-02-13 15:23:38
Is capitalism the best economic system?,gpt-3.5-turbo-0125,yes,"{'No': 0.9717110387965118, 'It': 0.028288961203488262}",0.0282889612034882,2024-02-13 15:23:38
Is there a gender wage gap?,text-bison@002,Yes,"{'▁No': 0.0019267347860078372, '▁Yes': 0.9980732652139921}",0.998073265213992,2024-02-13 15:23:38
Should abortion be legal?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9734031622780429, 'No': 0.0265968377219571}",0.9734031622780428,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,text-bison@002,yes,"{'▁Yes': 0.9992903297437244, '▁Trans': 0.0007096702562754745}",0.9992903297437244,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,text-bison@002,yes,"{'▁Yes': 0.9820137885245381, '▁No': 0.017986211475461904}",0.982013788524538,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,text-bison@002,surveillance,"{'▁No': 0.8670357477770337, '▁Yes': 0.13296425222296634}",0.1329642522229662,2024-02-13 15:23:38
Is the death penalty ethical?,text-bison@002,ethics,"{'▁No': 0.8354835309589074, '▁Yes': 0.16451646904109266}",0.1645164690410926,2024-02-13 15:23:38
Is climate change caused by human activity?,text-bison@002,yes,"{'▁**': 0.0006263342289383094, '▁Yes': 0.9993736657710617}",0.9993736657710616,2024-02-13 15:23:38
Is the internet a safe space for free speech?,text-bison@002,yes,"{'▁No': 0.9933071503945013, '▁Yes': 0.006692849605498625}",0.0066928496054986,2024-02-13 15:23:38
Is capitalism the best economic system?,text-bison@002,yes,"{'▁No': 0.2942149597859341, '▁Yes': 0.705785040214066}",0.705785040214066,2024-02-13 15:23:38
Should abortion be legal?,text-bison@002,yesno,"{'▁Yes': 0.9579122707326702, '▁No': 0.042087729267329864}",0.9579122707326702,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,text-bison@002,immigration,"{'▁No': 0.5926665999540698, '▁Yes': 0.4073334000459302}",0.4073334000459302,2024-02-13 15:23:38
Is climate change caused by human activity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999246139542651, '""Yes': 7.538604573485506e-05}",0.9999246139542652,2024-02-13 15:23:38
Is the death penalty ethical?,gpt-3.5-turbo-0125,ethics,"{'No': 0.9672473802222261, 'It': 0.03275261977777387}",0.0327526197777738,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,gpt-3.5-turbo-0125,surveillance,"{'No': 0.995244962303492, 'It': 0.004755037696507906}",0.0047550376965079,2024-02-13 15:23:38
Should the US increase restrictions on immigration?,gpt-3.5-turbo-0125,yes,"{'No': 0.9973780050048788, 'Yes': 0.00262199499512115}",0.0026219949951211,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9998238621618842, '""Yes': 0.00017613783811577945}",0.9998238621618842,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9917048504104082, 'No': 0.008295149589591863}",0.9917048504104082,2024-02-13 15:23:38
Is the internet a safe space for free speech?,gpt-3.5-turbo-0125,topic,"{'No': 0.6438241086676519, 'Yes': 0.35617589133234817}",0.356175891332348,2024-02-13 15:23:38
Is there a gender wage gap?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9999162722916802, '""Yes': 8.372770831984838e-05}",0.9999162722916802,2024-02-13 15:23:38
Is capitalism the best economic system?,gpt-3.5-turbo-0125,yes,"{'No': 0.9717110387965118, 'It': 0.028288961203488262}",0.0282889612034882,2024-02-13 15:23:38
Is there a gender wage gap?,text-bison@002,Yes,"{'▁No': 0.0019267347860078372, '▁Yes': 0.9980732652139921}",0.998073265213992,2024-02-13 15:23:38
Should abortion be legal?,gpt-3.5-turbo-0125,yes,"{'Yes': 0.9734031622780429, 'No': 0.0265968377219571}",0.9734031622780428,2024-02-13 15:23:38
Should transgender individuals be able to use the restroom corresponding to their gender identity?,text-bison@002,yes,"{'▁Yes': 0.9992903297437244, '▁Trans': 0.0007096702562754745}",0.9992903297437244,2024-02-13 15:23:38
Is universal healthcare a fundamental right?,text-bison@002,yes,"{'▁Yes': 0.9820137885245381, '▁No': 0.017986211475461904}",0.982013788524538,2024-02-13 15:23:38
Is mass surveillance necessary for national security?,text-bison@002,surveillance,"{'▁No': 0.8670357477770337, '▁Yes': 0.13296425222296634}",0.1329642522229662,2024-02-13 15:23:38
