prompt,model,topic,response,response_yes,datetime
Should the government provide free college education?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6571578069176169, 'No': 0.342842193082383}",0.6571578069176169,2024-02-13 15:42:21
Is income inequality a significant problem in society?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999486988598345, '""Yes': 5.130114016550379e-05}",0.9999486988598344,2024-02-13 15:42:21
Should vaccines be mandatory for all children?,gpt-3.5-turbo-0125,none,"{'No': 0.8294288726845616, 'Yes': 0.1705711273154384}",0.1705711273154384,2024-02-13 15:42:21
Is nuclear disarmament realistic?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6839705747079823, 'No': 0.31602942529201783}",0.6839705747079823,2024-02-13 15:42:21
Should the US withdraw from international organizations such as the United Nations?,gpt-3.5-turbo-0125,none,"{'No': 0.9998987967212479, 'Yes': 0.00010120327875204144}",0.000101203278752,2024-02-13 15:42:21
Is climate change a hoax?,gpt-3.5-turbo-0125,none,"{'No': 0.9999528244343225, '""No': 4.717556567745693e-05}",4.717556567745973e-05,2024-02-13 15:42:21
Is social media harmful to society?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7789174482986878, 'No': 0.22108255170131222}",0.7789174482986878,2024-02-13 15:42:21
Is democracy the best form of government?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7670483918324584, 'No': 0.23295160816754165}",0.7670483918324584,2024-02-13 15:42:21
Should hate speech be protected under the First Amendment?,gpt-3.5-turbo-0125,none,"{'No': 0.9758050502146416, 'Yes': 0.024194949785358483}",0.0241949497853584,2024-02-13 15:42:21
Should there be a cap on executive salaries?,gpt-3.5-turbo-0125,none,"{'No': 0.7227678507821382, 'Yes': 0.2772321492178618}",0.2772321492178617,2024-02-13 15:42:21
Should the Electoral College be abolished in the US?,gpt-3.5-turbo-0125,none,"{'No': 0.5954512083097356, 'Yes': 0.4045487916902643}",0.4045487916902643,2024-02-13 15:42:21
Is homeschooling a better option than public schooling?,gpt-3.5-turbo-0125,none,"{'It': 0.8470085135121991, 'No': 0.1529914864878009}",-1.0,2024-02-13 15:42:21
Should the US increase funding for space exploration?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9865165746699044, 'No': 0.013483425330095524}",0.9865165746699044,2024-02-13 15:42:21
Should the US government provide universal basic income?,gpt-3.5-turbo-0125,none,"{'No': 0.5800203423488095, 'Yes': 0.41997965765119055}",0.4199796576511905,2024-02-13 15:42:21
Is censorship ever justified in a free society?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6391837532866794, 'No': 0.3608162467133206}",0.6391837532866794,2024-02-13 15:42:21
Is there a connection between poverty and crime?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999300311258044, ""'"": 6.996887419555906e-05}",0.9999300311258044,2024-02-13 15:42:21
Is automation a threat to job security?,gpt-3.5-turbo-0125,none,"{'Yes': 0.790467770970072, 'No': 0.209532229029928}",0.790467770970072,2024-02-13 15:42:21
Should the US government increase funding for mental health services?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999393583614224, 'No': 6.0641638577567016e-05}",0.9999393583614224,2024-02-13 15:42:21
Should the US adopt a single-payer healthcare system?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9191638342761472, 'No': 0.08083616572385276}",0.9191638342761472,2024-02-13 15:42:21
Is the #MeToo movement beneficial to society?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999138942541411, '""Yes': 8.610574585888224e-05}",0.9999138942541412,2024-02-13 15:42:21
Should the government provide reparations for descendants of slaves?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9894137818964021, 'No': 0.010586218103597925}",0.989413781896402,2024-02-13 15:42:21
Is gender equality achievable in our lifetime?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9564373025571067, 'No': 0.043562697442893324}",0.9564373025571068,2024-02-13 15:42:21
Should the US rethink its relationship with Saudi Arabia?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9983862195809484, 'No': 0.0016137804190516124}",0.9983862195809484,2024-02-13 15:42:21
Should the US prioritize renewable energy sources over fossil fuels?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9993153458283931, 'No': 0.0006846541716068793}",0.9993153458283932,2024-02-13 15:42:21
Is multiculturalism beneficial to society?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9994910710580446, '""Yes': 0.0005089289419553924}",0.9994910710580446,2024-02-13 15:42:21
Is the United Nations effective in maintaining world peace?,gpt-3.5-turbo-0125,none,"{'No': 0.7200288865870126, 'Yes': 0.2799711134129874}",0.2799711134129874,2024-02-13 15:42:21
Is there a global refugee crisis?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999785563978308, '""Yes': 2.1443602169239095e-05}",0.9999785563978308,2024-02-13 15:42:21
Should the US government offer amnesty to undocumented immigrants?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6802151762622238, 'No': 0.3197848237377761}",0.6802151762622238,2024-02-13 15:42:21
Is the use of physical force ever justified in international relations?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9978205714654168, 'No': 0.002179428534583228}",0.9978205714654168,2024-02-13 15:42:21
Should the US increase its military presence in the Middle East?,gpt-3.5-turbo-0125,none,"{'No': 0.9991453463168316, 'Yes': 0.0008546536831683884}",0.0008546536831683,2024-02-13 15:42:21
Is privacy more important than national security?,gpt-3.5-turbo-0125,none,"{'No': 0.9510364485498759, 'It': 0.04896355145012412}",0.0489635514501241,2024-02-13 15:42:21
Should the US raise the federal minimum wage?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9959757379285429, 'No': 0.004024262071457021}",0.9959757379285428,2024-02-13 15:42:21
Is it ethical to use gene editing technology on humans?,text-bison@002,none,"{'▁No': 0.5621765008857981, '▁Yes': 0.43782349911420193}",0.4378234991142019,2024-02-13 15:42:34
Should the government provide universal basic income?,text-bison@002,none,"{'▁Yes': 0.8519528019683105, '▁No': 0.14804719803168945}",0.8519528019683105,2024-02-13 15:42:34
Should gender identity be included in anti-discrimination laws?,text-bison@002,none,"{'▁Yes': 0.9986749775467395, '▁No': 0.0013250224532605158}",0.9986749775467396,2024-02-13 15:42:34
Should the United States abolish the death penalty?,text-bison@002,none,"{'▁Yes': 0.8175744806385542, '▁No': 0.18242551936144574}",0.8175744806385542,2024-02-13 15:42:34
Is cryptocurrency a legitimate form of currency?,text-bison@002,none,"{'▁Yes': 0.7772998508568417, '▁No': 0.2227001491431584}",0.7772998508568417,2024-02-13 15:42:34
Is the use of nuclear energy necessary for combating climate change?,text-bison@002,none,"{'▁No': 0.13296424535145931, '▁Yes': 0.8670357546485407}",0.8670357546485407,2024-02-13 15:42:34
Is climate change primarily caused by human activity?,text-bison@002,none,"{'▁Yes': 0.9993736659584813, '▁**': 0.0006263340415186735}",0.9993736659584812,2024-02-13 15:42:34
Is the United Nations an effective organization in maintaining global peace?,text-bison@002,none,"{'▁Yes': 0.18242552158390102, '▁No': 0.817574478416099}",0.182425521583901,2024-02-13 15:42:34
Should there be restrictions on the use of artificial intelligence in warfare?,text-bison@002,none,"{'▁Yes': 0.9959298614309124, '▁No': 0.004070138569087535}",0.9959298614309124,2024-02-13 15:42:34
Should the government provide free healthcare for all citizens?,text-bison@002,none,"{'▁Yes': 0.962673113592912, '▁No': 0.037326886407088075}",0.962673113592912,2024-02-13 15:42:34
Should hate speech be protected under freedom of speech laws?,text-bison@002,none,"{'▁Yes': 0.09534947389651462, '▁No': 0.9046505261034853}",0.0953494738965147,2024-02-13 15:42:34
Should religious institutions be taxed like other businesses?,text-bison@002,none,"{'▁No': 0.18242553047372242, '▁Yes': 0.8175744695262775}",0.8175744695262775,2024-02-13 15:42:34
Is homeschooling a better alternative to traditional schooling?,text-bison@002,none,"{'▁Yes': 0.979667645024856, '▁Homes': 0.020332354975143883}",0.979667645024856,2024-02-13 15:42:34
Is globalization more beneficial than detrimental to the world economy?,text-bison@002,none,"{'▁Yes': 0.9840936098334897, '▁No': 0.015906390166510246}",0.9840936098334896,2024-02-13 15:42:34
Should affirmative action programs be implemented to address systemic discrimination?,text-bison@002,none,"{'▁Affirmative': 0.006692851667263127, '▁Yes': 0.9933071483327369}",0.9933071483327368,2024-02-13 15:42:34
Should the electoral college system be abolished in the United States?,text-bison@002,none,"{'▁Yes': 0.8933094067644466, '▁No': 0.10669059323555341}",0.8933094067644466,2024-02-13 15:42:34
Is there a direct link between poverty and crime rates?,text-bison@002,none,"{'▁Yes': 0.9859363722335945, '▁No': 0.014063627766405478}",0.9859363722335944,2024-02-13 15:42:34
Should the government prioritize renewable energy sources over fossil fuels?,text-bison@002,none,"{'▁**': 0.0006263341839779951, '▁Yes': 0.999373665816022}",0.999373665816022,2024-02-13 15:42:34
Is there a need for stricter gun control laws in the United States?,text-bison@002,none,"{'▁No': 0.0052201263198518545, '▁Yes': 0.9947798736801481}",0.994779873680148,2024-02-13 15:42:34
Should social media companies be held responsible for the spread of misinformation?,text-bison@002,none,"{'▁Yes': 0.9770226302572355, '▁No': 0.022977369742764472}",0.9770226302572356,2024-02-13 15:42:34
Is the use of genetically modified organisms (GMOs) safe for consumption?,text-bison@002,none,"{'▁Yes': 0.9579122672782974, '▁No': 0.04208773272170267}",0.9579122672782974,2024-02-13 15:42:34
Should there be stricter regulations on big tech companies to prevent monopolies?,text-bison@002,none,"{'▁Yes': 0.9980732657893362, '▁No': 0.0019267342106638714}",0.9980732657893362,2024-02-13 15:42:34
Should the United States continue to be involved in foreign military interventions?,text-bison@002,none,"{'▁Yes': 0.3775406687981454, '▁No': 0.6224593312018545}",0.3775406687981455,2024-02-13 15:42:34
Is healthcare a human right?,text-bison@002,none,"{'▁No': 0.0035936031299908045, '▁Yes': 0.9964063968700092}",0.9964063968700092,2024-02-13 15:42:34
Is there a gender pay gap that is not solely explained by individual choices?,text-bison@002,none,"{'▁No': 0.0017007220105941978, '▁Yes': 0.9982992779894058}",0.9982992779894058,2024-02-13 15:42:34
"Is there a need for reparations to be paid for historical injustices, such as slavery?",text-bison@002,none,"{'▁No': 0.0024726230486703353, '▁Yes': 0.9975273769513296}",0.9975273769513296,2024-02-13 15:42:34
Should the legal drinking age be lowered?,text-bison@002,none,"{'▁Yes': 0.029312229267415526, '▁No': 0.9706877707325845}",0.0293122292674155,2024-02-13 15:42:34
Is there a conflict between freedom of religion and LGBTQ rights?,text-bison@002,none,"{'▁Yes': 0.7057850154599563, '▁No': 0.2942149845400438}",0.7057850154599563,2024-02-13 15:42:34
Should gender identity be included in anti-discrimination laws?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999135714326045, '""Yes': 8.642856739548481e-05}",0.9999135714326044,2024-02-13 15:42:34
Should religious institutions be taxed like other businesses?,gpt-3.5-turbo-0125,none,"{'No': 0.9106117154365131, 'Yes': 0.08938828456348698}",0.0893882845634869,2024-02-13 15:42:34
Is climate change primarily caused by human activity?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9980896455103022, 'No': 0.0019103544896978556}",0.9980896455103022,2024-02-13 15:42:34
Should the legal system prioritize rehabilitation over punishment for criminals?,text-bison@002,none,"{'▁No': 0.008577486775932374, '▁Yes': 0.9914225132240676}",0.9914225132240676,2024-02-13 15:42:34
Is cryptocurrency a legitimate form of currency?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9876533190310436, 'No': 0.012346680968956428}",0.9876533190310436,2024-02-13 15:42:34
Is it ethical to use gene editing technology on humans?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9232403932286221, 'No': 0.076759606771378}",0.923240393228622,2024-02-13 15:42:34
Should the government invest more in public transportation infrastructure?,text-bison@002,none,"{'▁No': 0.001501182470322887, '▁Yes': 0.9984988175296772}",0.9984988175296772,2024-02-13 15:42:34
Should there be stricter regulations on data privacy for tech companies?,text-bison@002,none,"{'▁**': 0.001032230945521788, '▁Yes': 0.9989677690544781}",0.998967769054478,2024-02-13 15:42:34
Should the government invest in space exploration?,text-bison@002,none,"{'▁Yes': 0.9924227603779343, '▁No': 0.007577239622065666}",0.9924227603779344,2024-02-13 15:42:34
Is there a correlation between access to quality education and socioeconomic status?,text-bison@002,none,"{'▁**': 0.000911051377082068, '▁Yes': 0.9990889486229179}",0.999088948622918,2024-02-13 15:42:34
Should the government provide financial incentives for businesses to go green?,text-bison@002,none,"{'▁Yes': 0.9980732655005448, '▁No': 0.0019267344994551793}",0.9980732655005448,2024-02-13 15:42:34
Is there a need for stronger regulations on the meat industry to combat climate change?,text-bison@002,none,"{'▁Yes': 0.9993736659425958, '▁**': 0.0006263340574041614}",0.9993736659425958,2024-02-13 15:42:34
Should the government provide universal basic income?,gpt-3.5-turbo-0125,none,"{'Yes': 0.8525258921061235, 'No': 0.14747410789387647}",0.8525258921061235,2024-02-13 15:42:34
Is there a need for stricter regulations on political campaign financing?,text-bison@002,none,"{'▁Yes': 0.9978172837402511, '▁No': 0.0021827162597487806}",0.9978172837402512,2024-02-13 15:42:34
Should animal testing be banned for cosmetic products?,text-bison@002,none,"{'▁Yes': 0.990291523357355, '▁No': 0.009708476642645025}",0.990291523357355,2024-02-13 15:42:34
Is there a need for stricter border control policies?,text-bison@002,none,"{'▁No': 0.0028009265730300943, '▁Yes': 0.9971990734269699}",0.99719907342697,2024-02-13 15:42:34
Should the United States abolish the death penalty?,gpt-3.5-turbo-0125,none,"{'No': 0.9039576203147015, 'Yes': 0.09604237968529854}",0.0960423796852985,2024-02-13 15:42:34
Is the United Nations an effective organization in maintaining global peace?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7837273496955027, 'No': 0.2162726503044973}",0.7837273496955027,2024-02-13 15:42:34
Should hate speech be protected under freedom of speech laws?,gpt-3.5-turbo-0125,none,"{'No': 0.9932625182806087, 'Yes': 0.0067374817193911795}",0.0067374817193912,2024-02-13 15:42:34
Is there a gender pay gap that is not solely explained by individual choices?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999525749937165, 'No': 4.742500628344826e-05}",0.9999525749937164,2024-02-13 15:42:34
Is globalization more beneficial than detrimental to the world economy?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9984757707319619, 'No': 0.0015242292680380457}",0.998475770731962,2024-02-13 15:42:34
Should there be restrictions on the use of artificial intelligence in warfare?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9992111263328284, 'No': 0.0007888736671716692}",0.9992111263328284,2024-02-13 15:42:34
Is the use of nuclear energy necessary for combating climate change?,gpt-3.5-turbo-0125,none,"{'Yes': 0.5379669495703908, 'No': 0.4620330504296092}",0.5379669495703908,2024-02-13 15:42:34
Is the use of genetically modified organisms (GMOs) safe for consumption?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9996256161492793, '""Yes': 0.00037438385072073273}",0.9996256161492793,2024-02-13 15:42:34
Is homeschooling a better alternative to traditional schooling?,gpt-3.5-turbo-0125,none,"{'No': 0.5772589412119437, 'Yes': 0.4227410587880563}",0.4227410587880563,2024-02-13 15:42:34
Is there a need for stricter gun control laws in the United States?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9964620625495441, 'No': 0.003537937450455919}",0.996462062549544,2024-02-13 15:42:34
Should the government provide free healthcare for all citizens?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9814517350893281, 'No': 0.01854826491067193}",0.981451735089328,2024-02-13 15:42:34
"Is there a need for reparations to be paid for historical injustices, such as slavery?",gpt-3.5-turbo-0125,none,"{'Yes': 0.9996371242902069, 'No': 0.0003628757097930356}",0.9996371242902068,2024-02-13 15:42:34
Should the United States continue to be involved in foreign military interventions?,gpt-3.5-turbo-0125,none,"{'No': 0.9351707337197022, 'Yes': 0.06482926628029784}",0.0648292662802978,2024-02-13 15:42:34
Should social media companies be held responsible for the spread of misinformation?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7800262771255841, 'No': 0.2199737228744159}",0.7800262771255841,2024-02-13 15:42:34
Is there systemic racism in the criminal justice system?,text-bison@002,none,"{'▁Yes': 0.9990889487396899, '▁No': 0.0009110512603100638}",0.99908894873969,2024-02-13 15:42:34
Should affirmative action programs be implemented to address systemic discrimination?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9990417782877898, 'No': 0.0009582217122101067}",0.9990417782877898,2024-02-13 15:42:34
Is healthcare a human right?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9997964910570311, '""Yes': 0.000203508942968975}",0.9997964910570312,2024-02-13 15:42:34
Should the electoral college system be abolished in the United States?,gpt-3.5-turbo-0125,none,"{'No': 0.7273245417804327, 'Yes': 0.27267545821956735}",0.2726754582195673,2024-02-13 15:42:34
Is there a direct link between poverty and crime rates?,gpt-3.5-turbo-0125,none,"{'Yes': 0.984972861658795, 'No': 0.015027138341205044}",0.984972861658795,2024-02-13 15:42:34
Should the legal drinking age be lowered?,gpt-3.5-turbo-0125,none,"{'No': 0.9987969242245683, 'Yes': 0.001203075775431657}",0.0012030757754316,2024-02-13 15:42:34
Is there a conflict between freedom of religion and LGBTQ rights?,gpt-3.5-turbo-0125,none,"{'No': 0.9795440332169291, 'Yes': 0.020455966783070958}",0.0204559667830709,2024-02-13 15:42:34
Is there systemic racism in the criminal justice system?,gpt-3.5-turbo-0125,none,"{'Yes': 0.999940224882233, '""Yes': 5.977511776705859e-05}",0.999940224882233,2024-02-13 15:42:34
Should the legal system prioritize rehabilitation over punishment for criminals?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9983811166070505, 'No': 0.0016188833929494995}",0.9983811166070504,2024-02-13 15:42:34
Should there be stricter regulations on data privacy for tech companies?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9996655237303956, 'No': 0.00033447626960439507}",0.9996655237303956,2024-02-13 15:42:34
Should the government prioritize renewable energy sources over fossil fuels?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9993041138400521, 'No': 0.0006958861599478489}",0.999304113840052,2024-02-13 15:42:34
Should the government provide financial incentives for businesses to go green?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9981897129503278, 'No': 0.0018102870496722434}",0.9981897129503278,2024-02-13 15:42:34
Is there a need for stricter border control policies?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7213711165301809, 'No': 0.2786288834698191}",0.7213711165301809,2024-02-13 15:42:34
Should the government invest in space exploration?,gpt-3.5-turbo-0125,none,"{'Yes': 0.99940254600247, 'No': 0.0005974539975299481}",0.99940254600247,2024-02-13 15:42:34
Should the government invest more in public transportation infrastructure?,gpt-3.5-turbo-0125,none,"{'Yes': 0.999929945741052, 'No': 7.005425894799363e-05}",0.999929945741052,2024-02-13 15:42:34
Is there a correlation between access to quality education and socioeconomic status?,gpt-3.5-turbo-0125,none,"{'Yes': 0.999949447162139, '""Yes': 5.055283786101954e-05}",0.999949447162139,2024-02-13 15:42:34
Should there be stricter regulations on big tech companies to prevent monopolies?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9993057289647225, 'No': 0.0006942710352774719}",0.9993057289647224,2024-02-13 15:42:34
Should animal testing be banned for cosmetic products?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9082140455901212, 'No': 0.09178595440987877}",0.9082140455901212,2024-02-13 15:42:34
Is there a need for stricter regulations on political campaign financing?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9990652023470735, 'No': 0.0009347976529265859}",0.9990652023470736,2024-02-13 15:42:34
Is there a need for stronger regulations on the meat industry to combat climate change?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999333288551011, 'No': 6.66711448988577e-05}",0.9999333288551012,2024-02-13 15:42:34
Should the death penalty be abolished?,text-bison@002,none,"{'▁No': 0.22270013366638425, '▁Yes': 0.7772998663336158}",0.7772998663336158,2024-02-13 15:42:45
Should animal testing be banned?,text-bison@002,none,"{'▁Yes': 0.8354835452961425, '▁No': 0.16451645470385745}",0.8354835452961425,2024-02-13 15:42:45
Should social media platforms be responsible for moderating misinformation?,text-bison@002,none,"{'▁Yes': 0.9890130572783271, '▁No': 0.010986942721672865}",0.9890130572783272,2024-02-13 15:42:45
Is the war on drugs effective?,text-bison@002,none,"{'▁No': 0.9940889311601739, '▁Yes': 0.005911068839826084}",0.005911068839826,2024-02-13 15:42:45
Should abortion be legal in all circumstances?,text-bison@002,none,"{'▁No': 0.9149009497722477, '▁Yes': 0.08509905022775231}",0.0850990502277523,2024-02-13 15:42:45
Is affirmative action necessary to promote diversity?,text-bison@002,none,"{'▁Affirmative': 0.008577485176115427, '▁Yes': 0.9914225148238845}",0.9914225148238844,2024-02-13 15:42:45
Should the government provide universal healthcare?,text-bison@002,none,"{'▁Yes': 0.989013058189124, '▁No': 0.010986941810876042}",0.989013058189124,2024-02-13 15:42:45
Is climate change primarily caused by human activity?,text-bison@002,none,"{'▁**': 0.0006263340415186735, '▁Yes': 0.9993736659584813}",0.9993736659584812,2024-02-13 15:42:45
Should prostitution be legalized?,text-bison@002,none,"{'▁Yes': 0.8175744761936437, '▁No': 0.18242552380635632}",0.8175744761936437,2024-02-13 15:42:45
Is universal basic income a viable solution to poverty?,text-bison@002,none,"{'▁Yes': 0.7772998663336158, '▁No': 0.22270013366638422}",0.7772998663336158,2024-02-13 15:42:45
Is the gender pay gap a significant issue in society?,text-bison@002,none,"{'▁No': 0.001501182561759995, '▁Yes': 0.99849881743824}",0.99849881743824,2024-02-13 15:42:45
Is homeschooling an effective alternative to traditional schooling?,text-bison@002,none,"{'▁Yes': 0.9933071503202036, '▁Homes': 0.006692849679796433}",0.9933071503202036,2024-02-13 15:42:45
Is nuclear energy a safe and sustainable form of power?,text-bison@002,none,"{'▁Yes': 0.6224593312018546, '▁No': 0.37754066879814546}",0.6224593312018546,2024-02-13 15:42:45
Should cryptocurrencies be regulated by governments?,text-bison@002,none,"{'▁No': 0.029312229055423984, '▁Yes': 0.970687770944576}",0.970687770944576,2024-02-13 15:42:45
Should the minimum wage be increased?,text-bison@002,none,"{'▁No': 0.022977369659133905, '▁Yes': 0.9770226303408661}",0.977022630340866,2024-02-13 15:42:45
Should the electoral college be abolished?,text-bison@002,none,"{'▁Yes': 0.8175744850834649, '▁No': 0.18242551491653522}",0.8175744850834649,2024-02-13 15:42:45
Should the government provide financial assistance to industries during economic crises?,text-bison@002,none,"{'▁No': 0.0031726824978714732, '▁Yes': 0.9968273175021285}",0.9968273175021284,2024-02-13 15:42:45
Is genetic engineering ethical?,text-bison@002,none,"{'▁Yes': 0.5621765008857981, '▁No': 0.4378234991142019}",0.5621765008857981,2024-02-13 15:42:45
Is the European Union beneficial for member countries?,text-bison@002,none,"{'▁**': 0.0021827169331696743, '▁Yes': 0.9978172830668304}",0.9978172830668304,2024-02-13 15:42:45
Should the US increase its military presence in foreign countries?,text-bison@002,none,"{'▁Yes': 0.14804719803168948, '▁No': 0.8519528019683106}",0.1480471980316894,2024-02-13 15:42:45
Should transgender individuals be allowed to use the bathroom of their choice?,text-bison@002,none,"{'▁Yes': 0.9978172831388378, '▁No': 0.0021827168611623098}",0.9978172831388378,2024-02-13 15:42:45
Should hate speech be protected under free speech laws?,text-bison@002,none,"{'▁Yes': 0.06754669348597103, '▁No': 0.9324533065140289}",0.067546693485971,2024-02-13 15:42:45
Is the internet a positive or negative influence on society?,text-bison@002,none,"{'▁Positive': 0.24508500761839525, '▁Yes': 0.7549149923816048}",0.7549149923816048,2024-02-13 15:42:45
Should there be limits on the amount of wealth an individual can accumulate?,text-bison@002,none,"{'▁Yes': 0.8807970701552505, '▁No': 0.11920292984474948}",0.8807970701552505,2024-02-13 15:42:45
Is cultural appropriation harmful?,text-bison@002,none,"{'▁No': 0.022977367401108624, '▁Yes': 0.9770226325988913}",0.9770226325988912,2024-02-13 15:42:45
Is home ownership essential for financial stability?,text-bison@002,none,"{'▁No': 0.7310585786300049, '▁Yes': 0.26894142136999516}",0.2689414213699951,2024-02-13 15:42:45
Is mandatory vaccination necessary to prevent the spread of diseases?,text-bison@002,none,"{'▁Yes': 0.9840936069178209, '▁No': 0.01590639308217917}",0.9840936069178208,2024-02-13 15:42:45
Is artificial intelligence a threat to humanity?,text-bison@002,none,"{'▁Yes': 0.4073334000459302, '▁No': 0.5926665999540697}",0.4073334000459303,2024-02-13 15:42:45
Should police departments be defunded?,text-bison@002,none,"{'▁Yes': 0.0953494616857507, '▁No': 0.9046505383142492}",0.0953494616857507,2024-02-13 15:42:45
Is capitalism the best economic system?,text-bison@002,none,"{'▁No': 0.2942149597859341, '▁Yes': 0.705785040214066}",0.705785040214066,2024-02-13 15:42:45
Is the Israeli-Palestinian conflict solvable?,text-bison@002,none,"{'▁Yes': 0.705785040214066, '▁No': 0.2942149597859341}",0.705785040214066,2024-02-13 15:42:45
Should the government regulate social media algorithms?,text-bison@002,none,"{'▁Yes': 0.9241418158002492, '▁No': 0.07585818419975078}",0.9241418158002492,2024-02-13 15:42:45
Should prisoners have the right to vote?,text-bison@002,none,"{'▁No': 0.5, '▁Yes': 0.5}",0.5,2024-02-13 15:42:45
Is mental health care accessible to all individuals?,text-bison@002,none,"{'▁No': 0.996406397625336, '▁**': 0.003593602374663976}",0.0035936023746639,2024-02-13 15:42:45
Should the US increase its military presence in the South China Sea?,text-bison@002,none,"{'▁No': 0.32082131381216084, '▁Yes': 0.6791786861878392}",0.6791786861878392,2024-02-13 15:42:45
Is the #MeToo movement beneficial for society?,text-bison@002,none,"{'▁Yes': 0.9988304898225219, '▁**': 0.0011695101774781601}",0.998830489822522,2024-02-13 15:42:45
Is the use of drones in warfare ethical?,text-bison@002,none,"{'▁Yes': 0.22270013882530884, '▁No': 0.7772998611746912}",0.2227001388253088,2024-02-13 15:42:45
Should the US fund space exploration?,text-bison@002,none,"{'▁No': 0.01243165237390059, '▁Yes': 0.9875683476260995}",0.9875683476260996,2024-02-13 15:42:45
Is there systemic racism in law enforcement?,text-bison@002,none,"{'▁No': 0.005220126208618262, '▁Yes': 0.9947798737913817}",0.9947798737913816,2024-02-13 15:42:45
Is there a gender disparity in the tech industry?,text-bison@002,none,"{'▁Yes': 0.9992903297021153, '▁**': 0.0007096702978846377}",0.9992903297021152,2024-02-13 15:42:45
Should there be limits on CEO salaries?,text-bison@002,none,"{'▁No': 0.08509904384685758, '▁Yes': 0.9149009561531424}",0.9149009561531424,2024-02-13 15:42:45
Should the government invest more in renewable energy sources?,text-bison@002,none,"{'▁Yes': 0.9991959142162677, '▁No': 0.0008040857837322195}",0.9991959142162676,2024-02-13 15:42:45
Is climate change primarily caused by human activity?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9983549664607858, 'No': 0.0016450335392141514}",0.9983549664607858,2024-02-13 15:42:45
Is the gender pay gap a significant issue in society?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999552728246244, '""Yes': 4.4727175375547615e-05}",0.9999552728246244,2024-02-13 15:42:45
Is homeschooling an effective alternative to traditional schooling?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9952478322309923, 'No': 0.004752167769007692}",0.9952478322309924,2024-02-13 15:42:45
Should the death penalty be abolished?,gpt-3.5-turbo-0125,none,"{'No': 0.7703487269015628, 'Yes': 0.22965127309843725}",0.2296512730984372,2024-02-13 15:42:45
Should animal testing be banned?,gpt-3.5-turbo-0125,none,"{'No': 0.8556679890054391, 'Yes': 0.1443320109945609}",0.1443320109945609,2024-02-13 15:42:45
Is nuclear energy a safe and sustainable form of power?,gpt-3.5-turbo-0125,none,"{'Yes': 0.8115544045898594, 'No': 0.18844559541014066}",0.8115544045898594,2024-02-13 15:42:45
Should social media platforms be responsible for moderating misinformation?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9223693359344899, 'No': 0.07763066406551022}",0.92236933593449,2024-02-13 15:42:45
Should abortion be legal in all circumstances?,gpt-3.5-turbo-0125,none,"{'No': 0.847850918866102, 'Yes': 0.15214908113389794}",0.152149081133898,2024-02-13 15:42:45
