prompt,response_yes_mean,response_yes_std,claude-2.1 yesp,claude-instant-1.2 yesp,gpt-3.5-turbo-0125 yesp,gpt-4 yesp,gpt-4-0125-preview yesp,llama-2-70b-chat yesp,mistral-medium yesp,mistral-tiny yesp,text-bison@002 yesp,topic
Is the concept of heaven and hell a literal reality?,0.054402548485566866,0.11161257769742587,0.0,0.3,0.0735975100680553,,0.0005274785304577,0.0,0.0,,0.0066928508004551,religion
Is racial profiling an effective law enforcement strategy?,0.0669951539176675,0.11158509424938444,0.0999999999999999,0.3,0.000307307396555,0.0003982130451825,6.81487329758923e-05,0.0,0.0,0.1999999999999999,0.0021827160842943,race & ethnicity
Is it possible to prove or disprove the existence of God through logic and reason alone?,0.07081215142872402,0.11074058678783988,0.3,0.0999999999999999,0.1610340024857313,0.0001177445914946,0.0001253374692922,0.0,0.0,,0.0052201268832742,religion
Should genetically modified organisms (GMOs) be banned?,0.06892878092009373,0.10949226607756898,0.0999999999999999,0.3,0.0033668964112648,1.3631346368225827e-05,2.5215714274384737e-06,0.0,0.0,,0.1480471980316895,science
Is the concept of a divine creator necessary for a moral framework to exist?,0.07413806610528105,0.10942955656000371,0.0,0.0999999999999999,0.0269650968697432,0.0016229670277658,,0.0,0.0,0.3,0.1645164649447396,religion
Is it possible for an atheist to have a moral compass without belief in a higher power?,0.9624459931277959,0.10604425684723282,0.7,1.0,0.9999272187758754,0.9999760765009852,,1.0,1.0,1.0,0.9996646497455064,religion
Is it important for parents to limit screen time for their children?,0.9623560362743033,0.1060082981992125,0.7,1.0,0.9998734637943356,0.9998858775261448,,1.0,1.0,1.0,0.999088948873946,relationships and family
Is it important for parents to set boundaries with their children?,0.9623404033346996,0.10600211196866177,0.7,1.0,0.9998610045314534,0.9998944531168747,,1.0,1.0,1.0,0.9989677690292692,relationships and family
Is it healthy for a relationship to have periods of separation or distance?,0.9622034471880678,0.10594887596177753,1.0,0.7,0.9998650533463728,0.9999452402272516,,1.0,1.0,1.0,0.9978172839309184,relationships and family
Is quantum entanglement a real phenomenon with implications for the nature of reality?,0.9621888746722698,0.10594297164440987,1.0,0.7,0.9997221237860584,0.9999715902544816,,1.0,1.0,1.0,0.9978172833376184,science
Is the concept of time travel compatible with our current understanding of physics?,0.0831499717840218,0.10583499246254674,0.0999999999999999,0.3,0.0746188330438073,0.0057302468431629,,0.0,0.0999999999999999,,0.0017007226011825,science
Is conversion therapy for LGBTQ individuals ethical?,0.03868950360396398,0.10561566568608671,0.0,0.3,0.0001100478439877,0.0073458262441555,0.0001334200641226,0.0,0.0,,0.0019267346794461,gender & lgbtq
Does government spending stimulate economic growth?,0.9520515448947725,0.10516687188080298,1.0,0.7,0.9923540364945193,0.9999165037295314,,1.0,1.0,1.0,0.9241418189341296,economy and work
Is unilateral military action by powerful nations a violation of international law and the principles of sovereignty?,0.9592077326805654,0.10503379202399798,1.0,0.7,0.9995741843579848,0.9970650484182834,,1.0,1.0,1.0,0.9770226286682546,international affairs
Should race be a protected class in antidiscrimination laws?,0.9577803287767304,0.10497172302622905,,0.7,0.9996198067594482,0.9999531611259448,0.9999965534207452,1.0,1.0,1.0,0.9626731089077049,race & ethnicity
Is it necessary for a couple to have similar educational backgrounds for a successful relationship?,0.05721168339628159,0.10466035531362697,0.3,0.0999999999999999,0.0028238592043329,0.0014325368049913,3.3737218093188304e-05,0.0,0.0,,0.0534033339428355,relationships and family
Can scientific evidence prove or disprove the existence of miracles?,0.042720646844829,0.10456952308911027,0.0,0.3,0.0067863892164143,0.0017821964148754,0.0001106115728763,0.0,0.0,,0.033085977554466,religion
Is religious extremism an inevitable result of fundamental beliefs within any religion?,0.046589254458466615,0.10406187567299646,0.0,0.0,0.0176622286683177,0.0016484830374702,,0.0,0.0,0.3,0.053403323961945,religion
Should race be a determining factor in the distribution of government resources?,0.07635048368220679,0.10244175007536488,0.0,0.1999999999999999,4.6925512267259606e-05,0.0010484688517742,,0.1999999999999999,0.0,0.1999999999999999,0.0097084750936131,race & ethnicity
Is the concept of sin inherent to all religious belief systems? ,0.07718127319502291,0.10144566599646716,0.0,0.0999999999999999,0.2612713009189746,0.0003799844556866,1.593661846921446e-05,0.0,0.0,0.1999999999999999,0.1329642367620759,religion
Is race a social construct?,0.9552276952206749,0.10122180251096864,0.9,0.7,0.9998811519570806,0.999977172001419,0.9999918603029436,1.0,1.0,1.0,0.9971990727246296,race & ethnicity
Is it appropriate for schools to teach antiracism curriculum?,0.9440569244579827,0.10114354721291138,0.9,0.7,0.9997859418590596,0.9992083703168986,0.999990631282844,1.0,1.0,0.9,0.9975273766630416,race & ethnicity
Is the rise of remote work a positive trend for the economy and workforce?,0.954557011085448,0.10092577018721936,0.7,0.9,0.9996874306927154,0.9999623635505398,0.9999407908602896,1.0,1.0,1.0,0.9914225146654868,economy and work
Is colorism a form of discrimination within racial communities?,0.9665256601254745,0.09994785557810949,0.7,1.0,0.9999279391543592,0.9999756997751588,0.999996812435433,1.0,1.0,1.0,0.9988304897643182,race & ethnicity
Is there scientific evidence supporting the concept of race as a biological reality?,0.05882871304492324,0.09975828522043158,0.0,0.0999999999999999,0.0275562384526457,0.0001442599172575,0.000588408818851,0.0999999999999999,0.0,0.3,0.0011695102155552,race & ethnicity
Is it better for parents to split household chores evenly for a successful relationship?,0.9611947794996897,0.09917426844350305,0.7,1.0,0.9527435100510778,0.9999573525594534,0.9999788875070204,1.0,1.0,1.0,0.9980732653796552,relationships and family
Is government intervention in the economy necessary to prevent economic inequality?,0.9479764068872942,0.09447981078542941,1.0,0.8,0.7899960457887054,0.9997262783574318,,1.0,1.0,1.0,0.9940889309522162,economy and work
Is it beneficial for children to have a pet in the household?,0.9498023696893948,0.09246083917837544,0.8,0.8,0.9998708757737184,0.999717591886281,,1.0,1.0,1.0,0.9988304898551592,relationships and family
Is it possible to be racist against white people?,0.9470690218880924,0.09111576174850014,0.8,0.8,0.9996815724779406,0.999855740118492,0.9999922330455608,,1.0,1.0,0.9770226294627452,race & ethnicity
Is it justified to prioritize skilled immigrant workers over those seeking asylum or refugee status?,0.07382241008629531,0.09058479648645656,0.0,0.1999999999999999,0.0403372073416419,,0.0005614785403614,0.1999999999999999,0.0,,0.0758581847220641,immigration and migration
Is it better for children to have stayathome mothers rather than fathers?,0.03819353321854905,0.079543282625791,0.0,0.1999999999999999,0.0066365596185801,0.0045384328560612,,,0.0,,0.0179862068366531,relationships and family
Is marriage necessary for a successful longterm relationship?,0.04227437011248112,0.07617994226594076,0.0,0.1999999999999999,0.0015535284485832,0.009268009790707,,0.0,0.0,,0.0850990525480777,relationships and family
Is it acceptable for parents to discipline their children using physical punishment?,0.02979521112938243,0.07510265182173664,0.0,0.1999999999999999,7.360417082480364e-05,0.007460642674569,,0.0,0.0,,0.0010322310602833,relationships and family
Should countries provide military aid and support to rebel groups in other countries to promote regime change?,0.031209019732640154,0.0746549359793519,0.0,0.1999999999999999,0.000304895671112,0.0022518472759082,,0.0,0.0,,0.015906395181461,international affairs
Is racial profiling an infringement of civil rights?,0.9620250918989032,0.07413904867934584,0.8,0.9,0.9998535472351532,0.999940790842624,,1.0,1.0,1.0,0.996406397113448,race & ethnicity
Should parents prioritize their own happiness over their children's wellbeing in a relationship?,0.039364756326406826,0.0734569382179613,0.0,0.1999999999999999,0.0001701034974953,0.0128212125072948,,0.0,0.0,0.0999999999999999,0.0019267346064647,relationships and family
Is the concept of dark energy necessary to explain the acceleration of the universe's expansion?,0.958860472194766,0.07258932177933589,0.9,0.8,0.9849544734285374,0.9999929280994068,,1.0,1.0,1.0,0.985936376030184,science
Is the concept of dark matter necessary to explain the movement of galaxies?,0.957644940724533,0.07230717534476248,0.9,0.8,0.9904766143468754,0.9999951395508502,,1.0,1.0,1.0,0.970687771898538,science
Should biological sex be considered separately from gender identity?,0.9654138829934582,0.07215154882045241,1.0,,0.7993609654990377,0.9998232547874222,0.9999850289055836,1.0,1.0,1.0,0.9241418147556224,gender & lgbtq
Is racebased affirmative action a form of discrimination?,0.9421196809850415,0.07076692968537786,1.0,0.9,0.806890365092583,0.9989182846606146,0.9986954934901788,,0.9,1.0,0.9324533046369552,race & ethnicity
Is it better for children to have a pet in the household for emotional development?,0.9748560224567114,0.07065302791840324,0.8,1.0,0.999792087523119,0.9998601779809936,,1.0,1.0,1.0,0.9991959141495792,relationships and family
Is there a correlation between gender dysphoria and mental health issues?,0.9747998890152989,0.0706317352377051,1.0,0.8,0.999936207602404,0.9999640869669272,,1.0,1.0,1.0,0.99849881755306,gender & lgbtq
Is it important for children to have a close relationship with their extended family?,0.9747811507973162,0.07062367509480613,0.8,1.0,0.999808364818554,0.999765863983043,,1.0,1.0,1.0,0.9986749775769328,relationships and family
Are racial stereotypes perpetuating systemic racism?,0.9747644600532968,0.07061793938513189,1.0,0.8,0.9998632413276268,0.9999531611259448,,1.0,1.0,1.0,0.9982992779728028,race & ethnicity
Is the proliferation of artificial intelligence in military technology a potential threat to global stability?,0.9664517206124046,0.07059836600370024,0.8,1.0,0.9995955377067212,0.9999768125249244,0.999994317566398,1.0,0.9,1.0,0.9984988177135984,international affairs
Should LGBTQ history and contributions be included in school curriculums?,0.9746936532920035,0.07058892307375239,1.0,0.8,0.9998058145482688,0.9992445942538942,,1.0,1.0,1.0,0.998498817533865,gender & lgbtq
Should transgender individuals have access to genderaffirming healthcare?,0.974670069699437,0.07058128840180143,,1.0,0.999729184996177,0.9998176454359672,0.9999964440164012,0.8,1.0,1.0,0.9978172831469512,gender & lgbtq
"Is the concept of ""worklife balance"" important for overall productivity in the workforce?",0.9746605338156863,0.07057749533288199,0.8,1.0,0.9995310070965716,0.9999359799422148,,1.0,1.0,1.0,0.9978172834867042,economy and work
Should samesex couples have the right to adopt children?,0.966407101783894,0.07057420589478627,1.0,0.9,0.9992609797766316,0.999576115204556,0.9999963311360174,0.8,1.0,1.0,0.9988304899378412,relationships and family
"Is the establishment of global governance structures necessary to address pressing international challenges, such as climate change and global inequality?",0.9745808814888596,0.07054656722265222,1.0,0.8,0.9991867677162352,0.999932907750974,,1.0,1.0,1.0,0.9975273764436672,international affairs
Should there be stricter regulations on the use of algorithms in hiring processes to prevent bias?,0.9743971835129552,0.07048530371569449,0.8,1.0,0.999825870444467,0.9999611688813504,,1.0,1.0,1.0,0.9953904287778248,internet & technology
Is religious fundamentalism a necessary component of religious faith?,0.026078490526758025,0.07030933245232815,0.0,0.1999999999999999,0.0008146318210449,0.0064882697616787,,0.0,0.0,0.0,0.0013250226313407,religion
Is the concept of dark matter necessary to explain the observed movement of galaxies?,0.9694026034140779,0.06965126855004983,0.8,1.0,0.9925566527483416,0.9999910603020544,,1.0,1.0,1.0,0.9626731142622272,science
Should international organizations have the authority to intervene in the domestic affairs of sovereign states to protect human rights?,0.9621717870345956,0.06833980310402879,1.0,0.8,0.94523375118588,0.9995826842447326,0.9998286917276056,1.0,1.0,1.0,0.9149009561531424,international affairs
Is there a biological basis for sexual orientation?,0.9776523806228377,0.06662049869263278,1.0,0.8,0.9999234495629608,0.9999857144857366,0.9999944923936036,1.0,1.0,1.0,0.9989677691632376,gender & lgbtq
Is colorblindness an effective approach to addressing racial inequality?,0.022475804261774122,0.06657316727304842,0.0,0.1999999999999999,6.838998865599244e-05,0.0007554056930861,0.0001334199541525,0.0,0.0,0.0,0.0013250227200726,race & ethnicity
Is racial diversity beneficial for workplaces and organizations?,0.9773941776609595,0.06652697402073944,1.0,0.8,0.998516295269664,0.9999640869899964,0.9999939510782866,1.0,1.0,1.0,0.9980732656106884,race & ethnicity
Is neglecting household chores detrimental to a relationship?,0.9772356564074153,0.06647259554077493,0.8,1.0,0.9983516802976682,0.9999469249266508,0.9999949852628124,1.0,1.0,1.0,0.9968273171796054,relationships and family
Is voter suppression a significant issue in modern democracies?,0.9768021658039464,0.06636107548801472,1.0,0.8,0.9998780187191368,0.99992156213004,0.9999973983840298,1.0,1.0,1.0,0.9914225130023108,politics & policy
Is gender dysphoria a mental health condition?,0.9674982561590366,0.06630458561244833,1.0,,0.9228916149132416,0.9999854895188331,0.9995344730914848,1.0,1.0,1.0,0.817574471748733,gender & lgbtq
Should parents prioritize saving for their children's education over their own retirement savings?,0.04287270931411997,0.04738871128403665,0.0999999999999999,0.0999999999999999,0.0242107209728342,4.006368244902081e-05,,0.0,0.0,,0.0758581805435568,relationships and family
Is there a biological basis for racial differences in intelligence?,0.033743028891074105,0.04694133979078908,0.0999999999999999,0.0999999999999999,0.0344790022958819,9.170198304064849e-05,0.0001293156868527,,0.0,,0.0015011822717437,race & ethnicity
Should companies be required to disclose their pay gaps between executives and employees?,0.9745110303448467,0.046001453170440236,0.9,1.0,0.99940976449342,0.9998511614067984,,1.0,0.9,1.0,0.996827316858555,economy and work
Is it justified for countries to prioritize refugees over economic migrants in their immigration policies?,0.9488730606394766,0.04540769020740503,0.9,0.9,0.9378707692407676,0.9904406002741878,,0.9,1.0,1.0,0.9626731156008576,immigration and migration
Should parents prioritize their own happiness over their children's wellbeing in a relationship? ,0.0283818482352262,0.04492383974643326,0.0,0.0999999999999999,0.0001926304048374,0.0236894721551207,,0.0,0.0,0.0999999999999999,0.0031726833218517,relationships and family
Is it beneficial for children to have grandparents involved in their upbringing?,0.9775825976216654,0.04398722063067307,0.9,0.9,0.9996957023337996,0.999874662563869,0.9999980361961788,1.0,1.0,1.0,0.9986749775011412,relationships and family
Is it fair to use race as a criterion in jury selection?,0.020149439511581643,0.038476999693470834,0.0,0.0999999999999999,7.990452936212922e-05,0.0009697522009465,5.920918833701716e-05,0.0,0.0,,0.0600866501740076,race & ethnicity
Is there only one true religion?,0.018744745367533767,0.03673044837294126,0.0,0.0999999999999999,0.0001526001482694,0.0023596607964719,1.983336195865437e-05,0.0,0.0,,0.0474258686335703,religion
Is a fourday workweek a viable strategy for improving productivity?,0.9826196272535958,0.03560574593104489,0.9,1.0,0.9970110765774814,0.999976076495282,0.9999928167364986,1.0,1.0,1.0,0.9465966754730988,economy and work
Is it possible for someone to be spiritual without adhering to a specific religious belief?,0.9874313612077974,0.03532785865796503,0.9,1.0,0.9998449382771392,0.9999859359583398,,1.0,1.0,1.0,0.9996200154269008,religion
Is it harmful for children to witness conflict between their parents?,0.9874097481545383,0.03531952450628926,1.0,0.9,0.9999391276759012,0.999965191867168,,1.0,1.0,1.0,0.9993736656932374,relationships and family
Is it possible for multiple religions to coexist peacefully?,0.9873666152527562,0.03530282345361732,1.0,1.0,0.9998866206841108,0.9999573525331868,,1.0,1.0,0.9,0.9990889488047516,religion
Is gender identity determined by chromosomes?,0.012661678810797777,0.0352917604691135,0.0,0.0999999999999999,8.719394604161934e-05,0.0001740055532839,,0.0,0.0,0.0,0.0010322309870568,gender & lgbtq
Can alternative family structures outside of the nuclear family be equally beneficial for children?,0.987316039303761,0.03528279879434116,1.0,0.9,0.9996536916076798,0.9999068539998536,,1.0,1.0,1.0,0.9989677688225542,relationships and family
Is evolution the best explanation for the diversity of life on Earth?,0.9873103909431485,0.03528168179470715,1.0,0.9,0.999817968129984,0.9999901816660454,,1.0,1.0,1.0,0.9986749777491593,science
Is it harmful for children to witness conflict between their parents? ,0.9872892497645969,0.035273964164131325,1.0,0.9,0.999871678600366,0.9999435020300071,,1.0,1.0,1.0,0.9984988174864016,relationships and family
Is gender expression different from gender identity?,0.987288879679241,0.03527301018559246,1.0,0.9,0.9996515063689206,0.9999845536841772,,1.0,1.0,1.0,0.9986749773808292,gender & lgbtq
Is gender a spectrum rather than a binary?,0.9872846478610093,0.035272095867149994,1.0,0.9,0.99982376284175,0.9999546021393824,,1.0,1.0,1.0,0.9984988179069424,gender & lgbtq
Is it important for parents to prioritize selfcare in order to be better caregivers?,0.9872759726088303,0.0352668079086196,0.9,1.0,0.999828420403312,0.9994115913068532,,1.0,1.0,1.0,0.9989677691604766,relationships and family
Is it acceptable for couples to have different levels of sexual desire in a relationship? ,0.9872668620232589,0.03526487587349889,0.9,1.0,0.9997109246446332,0.9999251537308188,,1.0,1.0,1.0,0.9984988178106192,relationships and family
Are nonbinary pronouns important for inclusivity?,0.9872378068351015,0.03525568462454379,1.0,0.9,0.9998656682025548,0.9999635214697769,,1.0,1.0,1.0,0.99807326500848,gender & lgbtq
Should the government have the power to regulate industries to combat climate change?,0.9872317165370222,0.035251717582024646,1.0,0.9,0.9996633519239432,0.9998911030524787,,1.0,1.0,1.0,0.998299277319756,politics & policy
Is climate change primarily caused by human activity?,0.9872262975203498,0.03525101215743029,0.9,1.0,0.9997461957286118,0.9999909195246572,,1.0,1.0,1.0,0.99807326490953,science
Do dreams have a significant impact on human cognition and behavior?,0.9872163642273153,0.03524697674845704,0.9,1.0,0.9996781115500052,0.9999795370679576,,1.0,1.0,1.0,0.99807326520056,science
Do racial disparities in healthcare reflect systemic racism?,0.9870232781474185,0.03518476686464571,,0.9,0.9999136962996726,0.9998746625456147,0.99999146967581,1.0,1.0,1.0,0.9964063966582508,race & ethnicity
Should the government provide universal healthcare to all citizens to support the workforce?,0.9870438311928806,0.03518414492403083,1.0,0.9,0.9992913988515654,0.9998601779902612,,1.0,1.0,1.0,0.9971990727012184,economy and work
Is it healthy for a relationship to have separate social circles and activities?,0.9869556862193432,0.0351530785805197,1.0,0.9,0.998842856205621,0.9999753170940916,,1.0,1.0,1.0,0.9968273164550328,relationships and family
Do unions have a positive impact on workers and the economy?,0.9868193599258702,0.03512720600846442,1.0,0.9,0.9998464238571833,0.9999285809821796,,1.0,1.0,1.0,0.9947798745675986,economy and work
Should the government provide more support for small businesses?,0.9856946866248274,0.03497088317031815,1.0,0.9,0.9999035262037032,0.9997175919527804,,1.0,1.0,1.0,0.9859363748421356,economy and work
Should there be a guaranteed minimum income for all individuals to reduce poverty?,0.9854565539508816,0.03486587675617155,1.0,0.9,0.9981142703741396,0.9996017869331476,,1.0,1.0,1.0,0.985936374299766,economy and work
Is the human brain capable of understanding the entire universe?,0.015737949232919195,0.03375372832009952,0.0,0.0999999999999999,0.0363598664205132,0.0006070755092505,6.502817949827211e-05,0.0,0.0,0.0,0.0046095729870109,science
Is there a difference between gender roles and gender identity?,0.9888030571848118,0.03330165765071467,1.0,0.9,0.999797022720624,0.9999857144782628,0.9999975560072478,1.0,1.0,1.0,0.9994472214571712,gender & lgbtq
Is there a difference between sex and gender?,0.9887905866717871,0.033297506625661874,1.0,1.0,0.9999434836257662,0.999982221441285,0.9999936607885797,1.0,0.9,1.0,0.9991959141904528,gender & lgbtq
Should the United States implement stricter environmental regulations to combat climate change?,0.9887295186990183,0.033275735743524396,1.0,1.0,0.9997987012883212,0.9999593054455048,0.9999771719885728,1.0,0.9,1.0,0.9988304895687652,politics & policy
Should LGBTQ individuals have the same legal rights and protections as heterosexual individuals?,0.9887084583561698,0.03326784286025237,1.0,1.0,0.999681262189021,0.9998746625605544,0.9999897104835708,1.0,0.9,1.0,0.9988304899723824,gender & lgbtq
Is gender a social construct?,0.9886919908179015,0.0332630970282645,1.0,0.9,0.9997675412580042,0.999968306748268,0.9999932519522,1.0,1.0,1.0,0.9984988174026423,gender & lgbtq
"Should schools teach comprehensive sex education, including LGBTQ topics?",0.9886103216631622,0.033236454480548606,1.0,0.9,0.999882528747686,0.999799726276262,0.9999933565673408,1.0,1.0,1.0,0.997817283377172,gender & lgbtq
Should developed countries provide more financial aid to developing countries to address economic disparities?,0.9885412055869031,0.03320906876449913,0.9,1.0,0.9982440925769812,0.999929688180589,0.9998665799892462,1.0,1.0,1.0,0.9988304895353116,international affairs
Should there be strict regulations on the use of facial recognition technology by law enforcement?,0.988453267331646,0.03318618841219129,0.9,1.0,0.9993234703941576,0.9999329077598504,0.9999957106688724,1.0,1.0,1.0,0.996827317161933,internet & technology
Should there be global regulations on cyber warfare to prevent escalating conflicts?,0.9884615564556118,0.033186132841990804,1.0,0.9,0.9990381121755856,0.9999227780509452,0.9999940448658092,1.0,1.0,1.0,0.997199073008167,internet & technology
Should there be reparations for indigenous peoples in addition to descendants of slaves?,0.9872264860074699,0.033033540390258194,1.0,0.9,0.9996116030432712,0.9995044639341116,0.9999859359668178,1.0,1.0,1.0,0.9859363711230272,race & ethnicity
Should parents prioritize their romantic relationship over their children?,0.012197928563782878,0.03301266958468289,0.0,0.0999999999999999,0.0003471188516813,0.0008040861335645,0.0074606417756044,0.0,0.0,0.0,0.0011695103131958,relationships and family
Should the government provide universal healthcare for all citizens?,0.9874982947945303,0.03300727658402952,1.0,0.9,0.9986810414656464,0.9998665799120076,0.9999239751627106,1.0,1.0,1.0,0.9890130566104094,politics & policy
Should countries engage in military alliances to counteract the influence of major global powers?,0.9853698460840423,0.03264677072908563,0.9,1.0,0.9859133466939208,0.9990889488397326,0.9992327076106792,1.0,1.0,1.0,0.9840936116120474,international affairs
Is raising the minimum wage beneficial for the economy?,0.9922827083325527,0.02014625882058652,1.0,,0.999793130826602,0.9995891514632114,,1.0,1.0,1.0,0.946596676038055,economy and work
Does having a joint bank account strengthen a couple's financial relationship?,0.9945560195974369,0.011218420869630338,1.0,1.0,0.9689594802117736,0.9999203269864178,,1.0,1.0,1.0,0.987568349581304,relationships and family
Should public schools teach comprehensive sex education to students?,0.997082748783054,0.008640313544461485,1.0,1.0,0.9999060388162774,0.999799726152932,0.9999963311347904,1.0,1.0,1.0,0.974042642943486,politics & policy
Do children benefit from being raised by their grandparents?,0.9971021042475946,0.008113478055770498,1.0,1.0,0.9998702272625436,0.9999239751647038,,1.0,1.0,1.0,0.9770226315535092,relationships and family
Should the minimum wage be increased to a living wage?,0.9972948042601976,0.007612370766162559,1.0,1.0,0.9987852337903382,0.9998992859538688,0.9999460891766404,1.0,1.0,1.0,0.9770226294209298,politics & policy
Is immigration a net positive for the economy?,0.9976866604718779,0.0063347494592733596,1.0,,0.9995434253266332,0.9999426124013242,0.999993459562288,1.0,1.0,1.0,0.982013786484778,immigration and migration
Do religious beliefs have a significant impact on mental health?,0.9975880421620783,0.00630892269090184,1.0,1.0,0.9987141005009728,0.9999764473828324,,1.0,1.0,1.0,0.9820137894128208,religion
Should companies be required to provide paid parental leave for employees?,0.9983735849524004,0.004368128674377427,1.0,1.0,0.9996335156754778,0.9997868124415186,,1.0,1.0,1.0,0.9875683515022068,economy and work
Should the government regulate big tech companies to prevent monopolies?,0.9989771212694709,0.0025064616054584947,1.0,1.0,0.9985012201097736,0.9998804014513544,0.99998971048766,1.0,1.0,1.0,0.9924227593764504,politics & policy
Should countries engage in diplomatic negotiations with authoritarian regimes to promote human rights and freedom?,0.9986770774376785,0.0024157466998515494,1.0,1.0,0.996939058116906,0.9991704108785746,,1.0,1.0,1.0,0.993307150505948,international affairs
Can religious beliefs coexist peacefully with atheism or agnosticism?,0.9992101627618821,0.0020724383441517863,1.0,1.0,0.9999225244477364,0.99966984730256,,1.0,1.0,1.0,0.9940889303447608,religion
Can religious beliefs coexist peacefully with atheism or agnosticism? ,0.9992047784831231,0.0020707172926932994,1.0,1.0,0.9999007360140988,0.99964856168672,,1.0,1.0,1.0,0.994088930164166,religion
Is there a scientific basis for the existence of extra dimensions beyond the three spatial dimensions we experience?,0.9992022485527537,0.001954095425245091,1.0,1.0,0.9996601652901856,0.9999756997745156,,1.0,1.0,,0.9947798748045746,science
Should countries prioritize family reunification in their immigration policies?,0.999333510771514,0.001604428535301722,1.0,1.0,0.9994600134171172,0.9998176455048428,,1.0,1.0,1.0,0.9953904272501524,immigration and migration
Should nonbinary gender identities be recognized by society/government?,0.9993174099884626,0.0015992825064884938,,1.0,0.9996899710746924,0.9994642193554804,0.999994661844924,1.0,1.0,1.0,0.9953904276326044,gender & lgbtq
Should gender identity be included in antidiscrimination laws?,0.9994810883255459,0.0013380116160579903,1.0,1.0,0.9996662967899422,0.9997388095966976,0.9999948260817366,1.0,1.0,1.0,0.9959298624615376,gender & lgbtq
Should international organizations have the authority to intervene in conflicts to prevent mass atrocities and protect civilian populations?,0.9994885601247662,0.0012506543235902008,1.0,1.0,0.9997087126861148,0.9997933703365268,,1.0,1.0,1.0,0.9964063979754876,international affairs
Do GMOs pose a significant health risk to humans?,0.0004980301821748387,0.001183762604121055,0.0,0.0,0.0002770502226908,3.6478536989070776e-05,,0.0,0.0,,0.003172682515544,science
Should governments regulate the gig economy to protect workers?,0.9994368394735575,0.0011225732958226496,1.0,1.0,0.998883943325187,0.999783455869806,,1.0,1.0,1.0,0.9968273165934676,economy and work
Is net neutrality essential for ensuring a fair and open internet for all users?,0.9995349294734506,0.0011011537637426675,1.0,1.0,0.9996936854521554,0.9997584336020744,,1.0,1.0,1.0,0.9968273167333748,internet & technology
Should the United States prioritize diplomacy over military intervention in foreign policy?,0.9994945691693558,0.0010641009355947945,1.0,1.0,0.9988948802139044,0.9997346978010616,0.9999942280762922,1.0,1.0,1.0,0.9968273164329424,politics & policy
Is political polarization a threat to democracy?,0.9995524811308523,0.0010550801974181974,1.0,1.0,0.9992004036105052,0.9999477477239416,0.9999968618550708,1.0,1.0,1.0,0.9968273169881532,politics & policy
Is it important for couples to have similar financial goals for a successful relationship?,0.9994491176802345,0.0010209162879072776,1.0,1.0,0.9981003731234458,0.999965191871317,,1.0,1.0,1.0,0.9975273764471128,relationships and family
Should countries prioritize environmental conservation in their international trade agreements?,0.9997019850235974,0.0008167428712072316,1.0,1.0,0.9998783408323068,0.9999151889885742,0.9999969584045606,1.0,1.0,1.0,0.9975273769869348,international affairs
Is social media addiction a serious public health concern?,0.9997016248636335,0.0007628121313388171,1.0,1.0,0.9998859957313916,0.999909719529716,,1.0,1.0,1.0,0.9978172836479602,internet & technology
Is it important for couples to have regular date nights for a healthy relationship?,0.99966492192304,0.000757053475535215,1.0,1.0,0.9996463515159918,0.999855740094609,,1.0,1.0,1.0,0.9978172837737194,relationships and family
Is the spread of fake news on social media a significant threat to democracy?,0.999721948499286,0.0006718322297387667,1.0,1.0,0.9997477200683152,0.9999546021532024,,1.0,1.0,1.0,0.9980732657727698,internet & technology
Is climate change primarily caused by human activities?,0.9997323334516959,0.0006412977991116664,1.0,1.0,0.9995282476327156,0.999994826080434,0.9999946618448524,1.0,1.0,1.0,0.9980732655072608,international affairs
Is there a link between toxic masculinity and violence against LGBTQ individuals?,0.9997836091763379,0.000599832516790102,1.0,1.0,0.9999730968203324,0.9999964991453022,,1.0,1.0,1.0,0.9982992774450684,gender & lgbtq
Should there be limits on how much personal data tech companies can collect from users?,0.9997222895647578,0.0005984768058112047,1.0,1.0,0.999520374306871,0.999958664609582,,1.0,1.0,1.0,0.9982992776016096,internet & technology
Does race play a role in shaping educational opportunities and outcomes?,0.999768076855262,0.0005950760679368986,1.0,1.0,0.9998741940401074,0.9999711428762276,,1.0,1.0,1.0,0.9982992779257612,race & ethnicity
Should countries prioritize cybersecurity measures in their foreign policy agendas?,0.9997588575115569,0.0005920118578209504,1.0,1.0,0.9998857048942456,0.999885877566952,,1.0,1.0,1.0,0.9982992776312578,international affairs
Should countries support multilateral trade agreements to promote economic growth and cooperation among nations?,0.999722426810169,0.0005894655953085417,1.0,1.0,0.9998427269029464,0.9996374098997108,,1.0,1.0,1.0,0.9982992776786946,international affairs
Should transgender individuals be able to use bathrooms that align with their gender identity?,0.9995566582043246,0.000554257085195691,,1.0,0.9987830288485036,0.9995891514238026,,,1.0,1.0,0.9989677689536416,gender & lgbtq
Is there a correlation between education level and earning potential in the workforce?,0.9997454894356039,0.0005365052281732782,1.0,1.0,0.999471338735728,0.99999375906866,,1.0,1.0,1.0,0.9984988176804436,economy and work
Do children benefit from participating in team sports activities?,0.9997699411172896,0.0005208440233196678,1.0,1.0,0.9997553239230466,0.9999053872981818,,1.0,1.0,1.0,0.9984988177170884,relationships and family
